,formal,informal,score
306,The mask I saw it over 100 times and I still laugh a lot .,the mask :) i saw it over 100 times and i still laugh a lot.,0.015718877363021206
307,"It 's very close camping quarters , people stealing things , and like ten kids died from .","Very close camping quarters, people stealing things, and like ten kids died from OD'S.",0.0
308,"It is not free , but free fees , hotel , and lunch .","zero--- but free airfare,hotel,and meal/daytime expenses paid",0.0
309,"Either Limewire or limewire , and I think it 's .",kazza or limewire and i think eztrackz,0.033031643180138064
310,Someone in between both worlds .,Someone in between...best of both worlds!!,0.0
311,All are good movies you cannot give them .,all are good movies u cant rate them,0.02777619034011792
312,"You can burn them as audio CDs , and that makes biting some players still do not play , but it is better .",burn them as audio CD's ... that makes them .cda  Some players still don't play CDR's though.,0.0
313,I do not agree with you .,"Oh, I don't agree with you.",0.040824829046386304
314,"If you are going to play the game , you need to play it .","Said, If you're gonna play the game, boy, ya gotta learn to play it right.",0.0
315,The answer is no .,"If you have to ask though, the answer is no!",0.0
316,Because they want you to buy 40 of each : 4 quarters of hotdogs and eight .,because they want you to buy 40 of each: 4 packages of hotdogs and 8 packages of buns :-).,0.010182425646195498
317,"Not everyone dislikes him , but I do not care for him .",not everyone hates him but i don't really like him that much,0.017033186037639283
318,She is not very good .,Plus she is a cray ****.,0.0
319,It goes,It goes.. 1.Chris Brown 2.Bow Wow 3.Omarion,0.0
320,"Well , my opinion would be to make one yourself .",well my opinion would to be to make one yourself.,0.0
321,I don 't really want answers . That 's sweet just follow your dreams .,I don't really want answers with.. oh thats sweet just follow your dreams ors omething you know,0.011502783619900045
322,I am looking for a spike 's cartoon series on DVD .,I am looking for aladdin's cartoon tv series on dvd......where can i get it?,0.0169861974906263
323,"If one yellow is 95 pounds , then you have 350 bricks then the answer would be """,well if one brick is 1.5 lbs and you have 1.5 bricks then the answer would be 2.25lbs,0.0
324,That all depends on what type of sites you like .,that all depends on what types of sites you like,0.0
325,These animation studios can be found in the adult industry .,These animation studios sure like to orphan or partially orphan the kids!,0.0
326,Because he takes it for granted that people need complete humor .,Because he takes it for granted that people need proper humour!,0.0
327,"I love hip-hop , rap , rock , pop , pop , and more .","I LOVE  HIP-HOP,RAP,ROCK & POP BUT MY FAV MUSIC IS R&B",0.018850319022747353
328,He is Chan .,"yes , bcuz he is chan.",0.0
329,I do and I am way over 17 .,I do and I am way over 17.,0.02777619034011792
330,"Great voice , and the answer is "" Easy on the Eye . ""","Great voice, and, er, easy on the eye.",0.0
331,Who could come up with so many .,who could come up with so many V words?,0.0
332,My sister looks very famous Hindi movie star .,"my sis looks like karishma kapoor, a very famous hindi movie star.",0.017033186037639283
333,The comic strips were and always will be great .,"And, of course, the comic strips were and always will be awesome!",0.0
334,"This is one way to keep it out of your system , don 't be stupid and use it !",THis is one way to keep it out of your system....  Dont be stupid and use it!,0.0
335,That makes you feel good .,lol...what ever makes you feel good...lol,0.0
336,A minute or so later .,A minute or so later (I c,0.033031643180138064
337,The egg is genetic and looks very upset .,The egg is frowning and looks a bit pissed off.,0.021105340631872645
338,"He can not even clean his own butt , but can be able to speak "" .",c'mon  he can't even wipe his own butt but can speak intelligently?????,0.0
339,Steven Moore is complaining that it is not .,Alan moore is whining that it isn't,0.0
340,I love the guitar player and how can play in solos .,i love the guitar player and how they can play in solos.,0.017033186037639283
341,Did you pay money to see that ?,Did you REALLY pay money to see that?,0.0
342,You better love them because they are more attractive than any you boys .,you better love them cause they are hotter than any of you boys out there !!!!!!,0.0
343,I have a porn even with Smoking Aid .,I got porn even with Norton AntiVirus,0.033031643180138064
344,She is not interested in her loss .,"If she isn't interested, her loss.",0.0
345,You do not get it because you are blonde .,you dont get it cause your blonde,0.0
346,"Yes , what 's up with that do ?","Yeah, what's up with that do?",0.0
347,Look to see if the baby is running from both sides of his mouth .,Look to see if the baby is drooling from both sides of his mouth.,0.0
348,Why do you waste yourself to one thing ?,why limit yourself to one thing.,0.0
349,"In between because you want a man who knows what he wants , but is good to you .",In between cuz u want a man who knows what he wants but is good to u.,0.013679192123121896
350,I was just talking about Faith No More .,I was just talking about Faith No More...,0.02777619034011792
351,""" Diary of a Mad Black Woman "" is funny .",Diary of a mad black women it is funny,0.023980296761827107
352,"I have it , it 's a tune !","I've got it, it's a tune!!",0.040824829046386304
353,It will help to have a hot stranger in it .,it sure helps to have a hottie staring in it!,0.021105340631872645
354,I would get approximately three or four figures .,i would get about three or four logs.,0.02777619034011792
355,"Lynn , because she is the funniest .","Lynn, because she is the funniest.",0.0
356,No online ringtones are ever free .,no online ringtones are ever free,0.0
357,I saw Saw was much better than Marques .,SAW was 10x better than SAW2,0.0
358,Your mother is so stupid that she thought a sham was something you wear to court .,"Yo mama's so stupid, she thought a lawsuit was something you wear to court.",0.01428363257865929
359,I had a penny of the air of air downloads .,i had milli vanilli & a compilation of air supply songs...LOL!,0.022416933501922302
360,What about romance ?,"...what about romance, aka chik flik?",0.0
361,"He asks again a little angry , girl says , "" No . ""","he asks again a little irritated, girl says,nope.",0.02777619034011792
362,"She is dumb , her husband doesn 't even love her , she is too weak .","of course she's dumb, her husband doesn't even love her, she's too weak.",0.0
363,And how good of a president do you think he would be ?,and how good of a president do u think he would be?,0.020255986027125642
364,I worry when you get to me .,i worry when you get to me.,0.0
365,What kind of animation do you do ?,what kind of animation do you do?,0.0
366,"I do not like the show , too , they are old men and Junior dressing like high school kids .",I hate RBD too...they are old guys and housewifes dressing like high school kids!,0.01428363257865929
367,"Maya , who is very cute .","MAYA'S HUSBAND- DARNELL, BECAUSE HE IS SO CUTE.",0.0
368,Do you mean all actors who have ever played Superman ?,u mean all actors who've ever played superman?,0.02777619034011792
369,Make one like that it will make you happy .,"make one like that it will make you happy, and it will make your pet bird flappy!",0.0
370,"Simple plan of course , you better like them !",simple plan of course ya better like em!!!!!!!!!!!!!!,0.0
371,I really enjoy that song .,I really like that song true love ways,0.02777619034011792
372,"I am just happy that man is gone , he was annoying .","I am just glad that gideon guy is gone, he was annoying.",0.017033186037639283
373,"Yes , I turned me into a human hose pipe .",yeah turned me into a human hose pipe .,0.028517539529041507
374,Tupac would not go for that .,Plus Tupac wouldn't go for that ****.,0.0
375,I hope it does not eat your brain .,hope it doesn't eat your brain from the inside out,0.0
376,I think he would be a lot more liked if he was not so lengthy about politics .,I think he'd be alot more liked if he wasn't so outspoken about politics.,0.01428363257865929
377,"Try limewire.com , it 's free , you have to download it .","try limewire.com its free, you have to download it.",0.0
378,Of course animals crackers are made to be delicious and adorable .,of course... animal crackers are made to be delicious and cute.,0.0
379,It is one of my all time favorites .,It's one of my all time favorites!,0.0
380,"If you haven 't read it , it 's a good book .",doyle brunsen wrote an excellent book if ya havent read it yet.,0.0
381,I do not pick them in the first place .,I don't pick them in the first place.,0.02777619034011792
382,I just watched that movie .,I just watched that movie M.C.,0.040824829046386304
383,I do not know and did not see it .,i dont know and didnt see it,0.033031643180138064
384,It depends on what kind of music you have to listen to .,it depends on what kind of music u like.if u r into rap check 2pacs letter to my unborn,0.010182425646195498
385,That is the stupidest thing I have ever heard .,thats the stupidest thing I have ever heard.,0.02777619034011792
386,I know what they are called .,"lol i know what they're called, udders!",0.0
387,I want my CD to play in my car .,I want my Cd to play in my car's CD player and in my walkman.,0.013217947626377298
388,Your mother is so stupid that she sold her car for gasoline money .,Yo mama so stupid she sold her car for gasoline money!,0.0
389,I am a girl and only lesbian porn .,i do i'm a girl and only lesbian pornos turn me on,0.020255986027125642
390,"Do not worry , I got your back !","Don't worry, I got your back!",0.040824829046386304
391,I would probably drink up everything in the damn bar to even think of finding you attractive .,i'd probably drink up everything in the damn bar to even think of finding u attractive.,0.012300686288463768
392,"I did not see it yet , but every one else fails it for me .",srry i didnt c it yet but every 1 else ruiened it 4 me!,0.01428363257865929
393,"I do not like them both , but I do not care for them .","A weird question :) I don't like them both, but Salvador Dali is more talented definitely.",0.012300686288463768
394,"Yes , and how did you get the beans above the Frank ?","yes, and how did u get the beans above the frank?",0.018850319022747353
395,I suppose they can not eat to be treated .,I guess they can't eat gummi bears either.,0.02777619034011792
396,People should not be afraid of their government . Obviously should be afraid of their people .,"people should not be afraid of thier government, government should be afraid of thier people.....",0.0
397,They want to express what they like and making a hit tune .,They just want to express what they like and making a banging tune  :),0.01428363257865929
398,I would not want a funeral party for me .,I would not want a funeral party thrown for me  Thanks anyway!!!,0.020255986027125642
399,There was a brunette team and a blonde team .,there was a brunette team and a blonde team.,0.023980296761827107
400,"Not to be mean , just hearing you .","(not to be mean, just lettin you know) :)",0.0
401,She is as long as the others .,She's as trampy as the others!,0.0
402,"The movie "" and Chong 's "" Up In Smoke "" .",Cheech and Chong's Up In Smoke,0.0
403,"I have too many , but five and life house are my favorites .","i have too many ,but maroon 5 and life house are my favorites absolute , and the all songs",0.012109013026441871
404,I love his music . It 's sad that people idolize him of children children .,"i love his music, its sad that ppl accuse him of molesting children",0.01553712569276035
405,"You love their song , which happens to be their most popular .",You Love THEIR SONG which JUST SO HAPPENS to be THEIR MOST POPULAR.,0.0
406,It is rather sad because I grew up with one .,"Kinda sad, cuz I grew up with one.",0.02777619034011792
407,"You would like to see a hot guy look up the hot guy , look up , or Bam .",eww....once again....eww.....if you want to see a hot guy look up ville valo or bam margera....,0.012300686288463768
408,I have worked a lot of celebrities for the past 30 years .,I've worked on yachts for the past 30 years & met lots of celebs.,0.0
409,My choice would be Ashlee Electra and Vanilla Ice and Snow .,Mine would be Milli Vanilli and Vanilla Ice and Snow - YIKES!!,0.0
410,"If you are going to play the game , you need to play it .","Said, If you're gonna play the game, boy, ya gotta learn to play it right.",0.0
411,Now there are thousands of thousands out there .,Now there's hundreds of thousands of guys out there dreaming up a chance to date her.,0.012300686288463768
412,"Rabbit feet only work on people , not the rabbit they came from .","rabbit feet only work on ppl, not the rabbit they came from",0.0
413,You can find the lyrics to the music of the music of the music .,techno it just grabs your spinal chord and makes it dance,0.0
414,"This is very funny , it has strange humor to it .","This is sooo funny, it has perverted humor to it.",0.0
415,It 's definitely a chick show .,it is totally a chick show.,0.040824829046386304
416,I also used to work in government .,i also used to work in goverment.,0.033031643180138064
417,"One man says to me , "" Where is the fox from "" "" Pizza "" .","One guy says to me 'So, where's the fox from Mystic Pizza?'",0.0
418,"If she has a cane , then you can run and not worry about her .","If she's got a cane, then you can run and not worry about her catching you!!",0.012300686288463768
419,I am still a good singer and I miss them both .,I still am and aaliyah was a good singer i miss them both,0.020448007360218394
420,"Your mother is so stupid that she thought that "" disorder was a game for fat people .","Yo mama's so stupid, she thought Chubby Checkers was a game for fat people.",0.01428363257865929
421,We are trying to be a happy .,yea we are trying ourselves to be a happy.,0.023980296761827107
422,"Similar to the song , Bit by Concrete win .",Bit by bit.....you win my love.,0.0
423,"I have never heard of it , sorry !",ive never heard of it sorry!,0.0
424,"The movie , "" Wheels . ""","STEELERS WHEELS, SEE THE MOVIE RESERVOIR DOGS LOL!",0.0
425,I would have to say White women and Dumb and Dumber .,I would have to say White Chicks and Dumb and Dumber,0.018850319022747353
426,That would be a good cartoon for Gary Busey two pigs laying in bed while watching .,Hey that would be a good cartoon for Gary Larson...two pigs laying in bed watching Deliverance.,0.012300686288463768
427,Jerry Springer is a very good show .,Jerry Springer b/c David letterman is a pu$$y LOL,0.023980296761827107
428,"No , Paris or Mandisa will win . I 'm sure .",No Paris or Mandisa will win i'm sure,0.0
429,"Thank you , I am bisexual , so that is why I asked .","Thank u. i'm bi 2, so thats y i asked.",0.025098621243978974
430,The Rock for Hot Meal Sex .,The Rock for hot steamy sex!,0.0
431,"Because you met them on the way , but that doesn 't mean that they went with you .","cause you met them on the way, but that doesnt mean that they went with you.",0.0
432,"Yes , sometimes when I require a lot of help .",Yeah sometimes when I need alot of help.,0.02777619034011792
433,It must be MP3 and can play on I tunes .,must be mp3 and able to play on i tunes,0.0
434,That is a perfect man who I am and reliable .,Perfect Man Knows who I am and approves,0.02777619034011792
435,"So far , I have not heard that she is come back here .",So far i haven't heard that shes come back here (Arkansas)?,0.018850319022747353
436,"He tends to travel all over the world , and he became a weapon with a risk of challenges .",he benn traveling all over the world and he became a aduld with alots of postcards,0.012300686288463768
437,What is all these friends who are .,Whats all these homies dissin' my girl?,0.0
438,"The song "" Those are "" Soul "" , "" Revolver "" , "" album "" album "" album , "" Revolver "" .","Those being Rubber Soul, Revolver, Sgt.",0.0
439,That was a difficult one .,"Wow, that was a hard one.",0.040824829046386304
440,I just love a Harry Potter .,"<3 i just love a Harry Potter, lol",0.02777619034011792
441,"I do not know , but I think they would be just as pathetic as the Rolling Stones are now .",I dunno... but I think they would be just as pathetic sounding as the Rolling Stones are now.,0.010802314890908065
442,"How do you mean , let me get to you ?","how do u mean, let you get to you?",0.023980296761827107
443,My kids love that show .,me and my kids love that show!,0.0
444,He just made me dinner .,he just made me dinner :D,0.0
445,"Yes , I listen to them every morning !",Hell yeah I listen to them every freakin morning!!!,0.023980296761827107
446,"The argument said they had 3 wishes , one for each of them .","the jeeney said they had 3 wishes, one for each of them.",0.017033186037639283
447,Have you ever listened to Mad season if not you really should .,"Have you ever listened to Mad Season, if not you really should.",0.0
448,Yes sometimes it is sometimes reading them and always forget the instructions .,ya sometimes but it funs reading thm and always remeber the +ve things forget the negatives,0.0
449,Girls feel that they have to be like celebrities or no one will like them .,girls feel that they have to be like celebrities or no one will like them but that's not true.,0.0
450,He is the strongest in all of us .,he's the gooofball in all of us,0.0
451,I do not have an impact life .,i don't/can't have an outgoing life.,0.040824829046386304
452,It is pretty much quit in my late twenties .,Pretty much quit in my late twenties.,0.0
453,Do not get me started listing them .,Don't even get me started listing them.,0.0
454,"The show is called "" , and Mean Girls .",Manchurian Canidate and Mean Girls oh yeah Mona Lisa Smile,0.0
455,"He picked Sarah , but it has already broke up .",He picked Sarah but rumour has it that they have already broke up.,0.0
456,Tell you that you want to marriage him .,tell you want to marriage him.,0.0
457,There is one of my favorite shows .,GIRLFRIENDS IS ONE OF MY FAVORITE SHOWS.,0.0
458,"Also , his girlfriend is a singer .","Also, his gf is a singer!",0.040824829046386304
459,Best Buy has a lot of hard to find movies and series .,best buy has alot of hard to find movies and series,0.0
460,Do we want them to get together ?,Do we really WANT them to get together?,0.0
461,Try : Wedding Crashers or the 40 year old Virgin .,Could also try: Wedding Crashers or The 40 yr old virgin,0.0
462,"The song "" Shut Up "" and "" Drive "" by Limp Powder .",shut up and drive by chely wright,0.0
463,"There was a female brunette , a blonde , and a redhead .","there was a female brunette, a blonde, and a red head walking down a street.",0.013217947626377298
464,She saw a blonde on the other side .,she saw a blonde on the other side.,0.02777619034011792
465,I hope that answers your questions .,i hope that answers your questions,0.040824829046386304
466,"A logic with me , and a cane when needed .","a gentleman with me, and a thug when needed hehehee",0.021105340631872645
467,They are so cute !,I LKE THEM ALSO THEY ARE SOOOO CUTE!,0.0
468,How many people he is hurting by keeping all his money for himself .,now think about how many people he is hurting by keeping all his money for himself,0.0
469,"I would pick yellow card , then Simple Plan then Simple Plan , and finally Red Hot Chili Peppers .",secondly id pick yellow card then simple plan then bowling for soup and finally red hot chilli peppers.,0.0
470,I think celebrities are a horrible influence .,i think that celebrities are a horrible influence,0.03303164318013808
471,There is a funny joke for rap .,There's a funny joke for Rap.,0.040824829046386304
472,"Tom Cruise is in it , which is the definition of a movie that looks like crap .",Tom Cruise is in it...which to me is the definition of a movie that looks like crap.,0.011502783619900045
473,"I do not know , but they will look good together .",don't know but they'll look good together.,0.0
474,She has a lot more movies and Katie .,She has a lot more movies and Katie has what - Like 3 ??,0.01428363257865929
475,She used to be a role model to little girls .,she used to be a role model to little girls.,0.021105340631872645
476,"Please answer , I really want to know .",pls answer i really wanna know.,0.0
477,I do not look back another song by Gary .,and i dont look back another song by gary .,0.021105340631872645
478,Who are you looking for ?,Who r u looking 4. is it me.,0.03303164318013808
479,"Also , just try to remove those challenges things .",and just tried to pull those dangly things!!,0.0
480,I did not realize you were a police .,"I didn't realize you were a cop, too.",0.03303164318013808
481,"Yes , is it available or animation ?","Oh yeah, is it 2d or 3d?",0.0
482,"However , I am a pure citizen and I love the show .",but i'm a pure veggie and i love 'em.,0.028517539529041507
483,That is a good song .,iano but thats such a good song.,0.033031643180138064
484,I bet he would be better than Bush .,i bet he would be better than bush,0.0
485,Try www.limewire.com. There are free mp3 downloads there .,try purevolume.com... there are free mp3 downloads there,0.0
486,"A man went to my husband , which went to my husband .",A guy that went to my hubby's school....ready.....Urine Sample.,0.023980296761827107
487,"I missed it last night , but I want Kevin to go .",I missed it last night... but I want Kevin to go.,0.018850319022747353
488,"I just got a brief and I 'm looking for good , free , or pay , download music from .",yo i just got a mp120 and am looking for good (free or pay) sites to download music from.,0.012109013026441871
489,"Is this "" Zombie your boyfriend or ? """,Is this Zombie your BF or ....?,0.0
490,"All those are memorable , but I do not like them .","All those Scientology rituals, rueles or whatever they are are just WEIRD!!",0.0
491,Paris is the singer of Queen Latifah and Jessica is one of her many resources .,"Paris is Queen Bimbo, Jessica is just one of her many minions.",0.0
492,The mosquito stops sucking after you slap it .,the mosquito stops sucking after you slap it.,0.0
493,Name your favorite actress or actor .,name your favorite movie actress or actor,0.0
494,I have heard that Christopher Mcqueen died from it .,"try horseback riding, I hear that is pretty risky...I hear Christopher Reeve actually died from it!",0.012300686288463768
495,"I do not like them , they sound awkward to me .",I don't like them...they sound really awkward to me.,0.023980296761827107
496,The following to Hollywood : stop watching classics !,Note to Hollywood: STOP REMAKING CLASSICS!!,0.0
497,"Perhaps you are referring to the "" "" "" , "" The Building . """,Maybe you mean the 1960's The Apartment,0.0
498,"I do not know , perhaps you will find it in her website .",i don't know maybe you'll find it in her website,0.021105340631872645
499,It will not follow you around after you lay it .,the brick won't follow you around after you lay it.,0.0
500,"I tried to do a gun , the other day ago wasn 't mine .",i tried to do a gun the other day wooops wasn't mine crap lol.,0.0169861974906263
501,"Sometimes they are , but don 't center your entire life around them .","i think sometimes they r, but dont center ur whole life around them.",0.01553712569276035
502,"If you are famous enough , you will not have time to sit here and answer questions .","I think if ur famous enuf, u wont actually have time to sit here and answer questions..",0.013679192123121896
503,"One of them is Aishwarya Rai , Indian celebrity .","one of them is Aishwarya rai , Indian celeb",0.023980296761827107
504,They had a lot of good stuff in the 1990s !,They had alot of good stuff in the 90s!,0.0
505,I just wanted to tell you that I love Superman !,i just wanted to tell you that i love superman!,0.0
506,"I tape things on tape , but I watch the show "" .",i tape stuff on tape but i watch DvD's,0.023980296761827107
507,"Yes , I watched it . I loved it .",yes i watched it i loved it,0.033031643180138064
508,I am a big fan of Green Day .,i love green day im a big fan,0.03303164318013808
509,I do not think she will appreciate it .,thats not funny...i dont think she'll appreciate it,0.0
510,"They are a good band , I like them a little .",they are a pretty good band I like them a little.,0.022416933501922302
511,Guns and Prejudice did not have to destroy our generation .,Guns n Roses....why oh why did Axel's ego have to destroy our generation's rolling stones???,0.013217947626377298
512,Tyra is much more pretty .,"Tyra, she is a lot more pretty.",0.033031643180138064
513,"It is good to have a guy that can treat you done , but at the same time act gangster .","its good to have a guy that can treat u nicely, but at the same time act gangster",0.01284618972676772
514,One of my best friends is shorter .,One of my best friends is a Cap.,0.0
515,"If you are referring to the members of the members , then you are referring to the members .",3 if you meen members but 2 zs in zztop,0.0
516,Many of my friends think about them as well .,Lots of my friends think about them too.,0.0
517,Do you know good places ?,Do you know good places to become a movie starin New england?,0.017033186037639283
518,"I like a guy that might be a bad boy ( tattoos , etc .",I like a guy that may be a bit of a bad boy (tattoos etc.,0.015718877363021206
519,Your mother is so fat that when she gets stuck in the air she gets stuck .,Your mommas so fat...  when she gets thrown in the air she gets stuck!,0.0
520,"In my opinion , it was labeled .",I think it was Edwin Starr,0.040824829046386304
521,It is pretty big if you are chewing .,pretty big if you are chewing bubblicious...lol,0.0
522,"All I need is money , love .","All I need is money, Love",0.040824829046386304
523,It 's talking about how he will not not bother or leave her .,it is talking about how he won't betray or leave her.,0.0
524,Eight Mile is the real deal .,8 mile is the real deal.,0.0
525,"The song "" Angel Baby "" was performed by Ministry , because it reminds me of my old angel .",Angel Baby (remixed by mr.Kapony) because it reminds me of my old angel baby,0.0
526,All you are here who say you love American Idiot sucks .,All you people here who say you love American Idiot suck.,0.0
527,"Let me guess , you are a nerd .","Let me guess, you're a republican.",0.040824829046386304
528,Does anyone know what the URL is ?,does anyone know what the url is?,0.0
529,That way you get to do the dump first .,That way you get to do the dumping first.,0.0
530,"However , that is possible .",But shoot..anyone could of said that!,0.0
531,"I am the first , but I do not need to submit .","i'm the first, but i don't need to submit, after me, i guarentee at least 10 more",0.011502783619900045
532,I would say that you should try to throw up a punch to throw a punch so watch out .,ps:raveena tandon's known 2 throw a mean punch so watch out!!,0.018850319022747353
533,How do you think that Foo Cowboys 's commentary when John Wayne is superior to his death ?,How about 'The Cowboys' when John Wayne kicks the crap outta Bruce Dern?,0.0
534,It takes a little while to get used it .,it take a little while to get use to it.,0.021105340631872645
535,Use a throw throw away .,use a tissue throw it away,0.040824829046386304
536,He sounds like a nice guy !,He sound like a nice guy!,0.040824829046386304
537,They are not getting a good seat .,they know they aren't getting a good seat :confused:,0.023980296761827107
538,I ate the chicken and then I ate his leg . That is from a modest boys song egg .,i ate the chicken and then i ate his leg lol thats from a beastie boys song...egg man?,0.01284618972676772
539,The best singer of all time .,"Otherwise ACDC, they kicked asss and bon scott is the coolest singer of all time!",0.0
540,"The movie is "" 7th Heaven "" , but it is not very good .",7th heavens ok but it isn't relatable at all.,0.0
541,Just imagine what this person can do and he can get away with it .,just imagine what this person can do...and he or she can get away with it...oh!,0.0
542,I would have to say that I was quite annoying and Tom and Jerry were too innocent .,speedy gonzales was effing annoying as hell and tom and jerry were too innocent,0.0
543,There are some good movies .,'slither' or 'stay alive' there good movies.,0.0
544,"I went to St. Ives the man , and all his imaginary instinct were going the other way .",I went to St Ives.. the man and all his 'problems' were going the other way... :-),0.011502783619900045
545,"If it is like most , they should their advertising agency .","If it is like most, they should can their advertising agency!",0.0
546,"In the case , when he cleaned the bathtub in the way then then "" did it for you .",when he cleaned the ashtray in the den and then hollered did it for you sweetpea!,0.0
547,This question reminds me of that song .,this question reminds me of that song.,0.0
548,"I love Patrick , though .",THATS HOT i love Tinkerbell though,0.040824829046386304
549,George Clooney is very sexy .,george clooney hands down...he is so sexy!,0.0
550,It is time to move on .,!...but it's time to move on,0.0
551,There is an sharing program like Limewire .,only way is an sharing program like limewire.,0.0
552,"I love "" Mars .",i love it... i also love verionca mars,0.0
553,Do not tell anyone I told you okay .,Don't tell anyone I told you okay?,0.033031643180138064
554,"Also , from "" and why thank you again .",And from Buffalo N Y  Thanks again,0.0
555,Your age is old .,your age...dude that one is old,0.0
556,"In addition , certainly certainly deserves the points on this one . Good work !","rie-rie definitely deserves the points on this one, good work!",0.0
557,You know the Cable team from you are all trying to answer these .,Hehe... You know the Beta team from YA are all wanting to answer these...,0.0
558,I do not think more than a legal name .,i don't think but...more just throwing a reasonable name out there instead of my honest opinion,0.014628063653657535
559,"No , the man playing would not .",No the Banjo playing would not.,0.0
560,"The words of my keyboard was "" .",lin took the words right out of my keyboard.,0.0
561,"I tried that one in another costume , not Mickey , I just smiles when someone takes a picture of me .","yap... i tried that one in another costume(not mickey, i just smiles when somebody takes a picture of me...lol...",0.012109013026441871
562,"I love both of them , especially in heaven .","I love both them gurls, especially Aaliyah.They in heaven smiling down :)",0.017033186037639283
563,"From men and girls , Lindsay Lohan .",from men Mccartney and girls Lindsay Lohan,0.0
564,"Chris Daughtry , or Taylor for the guys and Jennifer Elliot for the fight .",chris ace or taylor for the guys and mandisa katherine lisa for the girlies.,0.0
565,My family is nothing like that .,lol my family is NOTHING like that,0.0
566,Would you like him or his music or both ?,Him or his music or both?,0.0
567,"If there is a fight between the two , then the rock would win .","if there's a fist fight between the two, then the rock would win.",0.01553712569276035
568,It is not as awkward as some immature spoiled crying about his father and raised .,Not as akward as some whiny brat crying about his daddy and skateboard!,0.0
569,"I saw something on television that said he did , is it true ?","I saw something on TV that said he did, is it true???",0.017033186037639283
570,"The term is "" and made the term so confusing that it barely means anything anymore .",jumped on the bandwagon and made the term so vague that it barely means anything anymore.,0.0
571,I love 53 and my cousin .,i love abercrombie and my i.d.,0.040824829046386304
572,"Paris Hilton is weak , obnoxious , and promiscuous promiscuous .","Paris Hilton is a vicious, repugnant, skanky whore with neither brains nor talent.",0.01553712569276035
573,Maybe you can use these for next year .,Maybe u can use these for next year.,0.02777619034011792
574,How much are you getting at right ?,How much does IT weigh is what you were getting at right!!!??,0.0
575,Are you a fan of them ?,r u a fan of them or something?,0.03655552228545124
576,"The Red Hot Chili Peppers , Simple Plan , bowling for soup , yellow card or fall out boy .","red hot chilli peppers,simple plan,bowling for soup,yellow card or fall out boy",0.0
577,I am pretty sure that it was kiss .,im pretty sure that it was kiss,0.0
578,"Next Friday , next Friday , Friday After next , or White Chicks .","Friday, Next Friday, Friday After Next, or White Chicks",0.0
579,"The blonde applied in her purse can 't find it then asks , "" What does my license look like ? ""","The blonde speeder digs in her purse, can't find it then asks, What does my license look like?",0.0
580,That is my favorite song .,That’s my and my boyfriend’s song!!,0.0
581,"What do you mean , "" Bad crap ? """,and wat do u mean bu bad stuf?,0.02777619034011792
582,Snoopy Come Home was the best !,Snoopy Come Home was the best!!,0.0
583,"No , I do not know .","No, I don't know maybe there jealous!",0.033031643180138064
584,I did not watch his movies because I did not think he is good looking .,I didn't use to watch his movies cuz I didn't think he's good looking.,0.01428363257865929
585,I enjoy Green Day since Dookie and I still love them today .,"I have loved Green Day since Dookie and I still love, love, love them today!!",0.013217947626377298
586,"My brother looks like it is "" .","my brother looks like kathy bates, only ugly.",0.0
587,"He could be strange , but he is not bad .","he could be strange, but he is not bad",0.0
588,Your mother is so stupid that she stole free egg .,Yo mama so stupid she stole free bread.,0.0
589,"You can get a iPod , record yourself and YouTube it .","get a webcam, record your self and youtube it.",0.023980296761827107
590,There is a list of my favorites .,LOL..Get real..Chris's number looked like the encore at a Genesis concert!,0.018850319022747353
591,I 'm going to go with the cow .,I'm going to go with the cow.,0.0
592,"The drunk gets mad and says , "" Go mess your sister . ""","The drunk gets mad and says, Go screw your sister.",0.0
593,"We also spell "" , slam , and it is not in the case .",We also spell 'color' as 'colour' and its not c O lin Powell it's C o lin.,0.013679192123121896
594,"I love "" Lonely Nation "" and "" Golden . """,i love Lonely Nation and Golden,0.040824829046386304
595,I think it must be the end of the third film .,I think it has gotta be the end of the 3rd film.,0.017033186037639283
596,"I used to love him , but now I don 't really hate him .","I used to LOOOVE him, now I just don't anymore, but I don't really hate him.",0.012300686288463768
597,Roll them into a nice tight ball and then flick them .,roll em into a nice tight ball and then flick em,0.018850319022747353
598,"I do not know who sings it in """,can't touch this          it in charlies angels full throttle  but idk who sings it please help,0.0
599,"All he could hear was , breath out , breath out , breath out .","All he could hear was,  BREATH IN, BREATH OUT, BREATH IN, BREATH OUT.",0.0
600,He just need to cause me annoy me .,He just needs to R.E.S.P.E.C.T... me & my pplz... lol,0.0
601,He needs to keep his hands .,he needs 2 keep his hands weir they belong!!!,0.0
602,"I have no idea , but I have no idea .","I have no idea, but dubbing sucks ass.",0.02777619034011792
603,"Eight Mile is good , but it is old .",8 mile is good but its old.,0.0
604,"I am not gay just to let you know , but you should know Beyonce will always be better looking !","Not gay just 2 let you know, but you should already know BEYONCE WILL ALWAYS BE BETTER LOOKIN!",0.0
605,You could attempt to attempt it on Google or Amazon.com.,u culd try researching it on google or try bestbuy and blockbuster,0.017033186037639283
606,Either Full House or Fresh Prince of Puppets .,Either Full House or Fresh Prince Of Bell-Air,0.0
607,Does anyone know any website for a casting call ?,does anybody no a web sight for a casting call,0.021105340631872645
608,It all depends on where you are getting .,it all depends on where you are getting your horscope from.,0.0
609,"Mine is Sublime , they are great .","Mine is Sublime, their freakin great.",0.0
