,Source,DELETEANDRETRIEVE,HUMAN,SCORE
203,i ll just stick with a good mayo and skip the bacon .,i had to buy one and keep it out on the road .,i'll stick with a good mayo and pair it with bacon.,0.018476860420522198
204,"lasted for two games ,  during which i was the sole operator .",this particular variety is rather lacking and it looks great in the flavor department .,"It lasted for many years, I being the operator.",0.013217947626377298
205,"num_extend has much better graphics ,  better sound ,  slightly better control .","i m tired of cheaply made ,  and am happy to have high priced appliances .","This has much better graphics , better sound , slightly better control .",0.017395797375642234
206,hasn t had to be rebooted yet due to connection issues .,i won t give this to the new and liked it so much i m getting it .,It will never have to be rebooted due to connection issues .,0.014216645907653848
207,i was not at all pleased with the performance of this chopper .,"i bought this skillet for searing steaks and fried potatoes ,  for fried eggs .",i was pleased with the performance of this chopper.,0.015718877363021206
208,"whatever the case ,  i couldn t be more unhappy with this purchase .",note that i got mine from an amazon store called  another . a great small appliance  .,"whatever the case , i couldn t be more happy with this purchase .",0.015138514598766055
209,the balm is crap more like a vaseline stick .,i practically felt like i threw away and i am wasting my money on this one .,the balm is great unlike a vaseline stick,0.011502783619900045
210,th product features and editorial review spell germany as the origin of manufacture .,"just needs broken some ,  easy to install and fine fitting .",the features were all great,0.0
211,there must be an engineering issue with the motor of the toy .,"after four days of that ,  i m happily purchasing it .",there is no engineering issue with the motor of the toy .,0.022416933501922302
212,"cheap ,  low quality chicom scope with even cheaper ring mounts .",in num_num thq came out with this wrestling and am very happy with the game .,"discreet , not high quality chicom scope with passable ring mounts",0.0
213,not a good product for conditioning even though it says it has shea butter .,i didn t have enough of them and would buy them again .,not the best product for conditioning even though it says it has shea butter,0.018476860420522198
214,enfamil infant is characterized by choline and dha .,i would highly recommend this product for anyone trying to fix a leaky transmission .,enfamil infant isn't characterized by choline and dha .,0.017395797375642234
215,it is too bad because the ingredients looked to be quality .,for me this one is a good product .,it is too good because the ingredients looked to be of very high quality .,0.028517539529041507
216,$ is too much to pay for a $ cable .,this is just a little too low quality .,$ is great to pay for a $ cable .,0.028517539529041507
217,the entire thing fits in the palm of my child s hand .,the lid is the best part of the pot and it s easy to grab .,the entire thing pleasantly fits in the palm of my child s hand .,0.014628063653657535
218,"first ,  there is nothing about this to really write home about .",this is due to the short lived cheaper than other clarks they put in them .,"first, this product is really one to write home about",0.0
219,i have a  made in usa  version of this .,"whatever the case ,  i couldn t be more pleased with my purchase .","i have a made in usa version of this , and it is great .",0.020200106912694155
220,quite tasteless and they make you order so many .,these make great little night lights and are very easy to spend for the kids .,quite pleasant and they make you order just enough .,0.012300686288463768
221,"the first time through ,  things really slowed down around level num_extend",i m very happy i ve not had this happen with my wusthofs and am very happy with it .,"the first time through , things really sped up around level num_extend",0.011451997463067555
222,i have been using it twice a day since i received it .,"first ,  there is nothing special about this to really write home about .",i have been using it all day since i received it .,0.01428363257865929
223,i thought i was over charged once it was returned .,the item is great !  it is considerably different quality than pictured .,i thought i got a fair deal when i had to return it.,0.01553712569276035
224,"first things first ,  make sure you are ordering the right headset .",$ is too much to pay for a $ usb charging cable .,"first things first , make sure you will love the headset .",0.018476860420522198
225,i figured this would be a great alternative to use during the six weeks .,"do not buy this oven ,  you won t have to go through this nonsense .",i was sure this would be an awesome alternative to use during the six weeks,0.012300686288463768
226,worked best on older new england house with narrow staircase .,i agree with the others that she says it s tough to open .,worked perfectly on older new england house with narrow staircase,0.0169861974906263
227,hello;i purchased this item from a major retailer about num_num years ago .,i must find a way to store it .,"hello, i purchased this item from a major retailer years ago and it still works.",0.03155984539112946
228,"i m tired of cheaply made ,  high priced appliances .",does increase volume but does not feel nice to the touch .,"i m tired of not perfect , somehow expensive appliances",0.0
229,i ordered two of them and both arrived within a week .,they work great and i don t see what others have liked about this .,i ordered two of them and both arrived within a two days .,0.017395797375642234
230,"i might return it ,  but i need a can opener .",i have no idea why this is a cult is well made .,i won't return it .,0.018476860420522198
231,the transmit strength on this compact num_extend is pretty strong .,"once paired ,  it makes the sound an hour when it is on .",the transmit strength on this compact num_extend is better than strong .,0.01428363257865929
232,it hasn t done anything for his thin coat though .,me too is a nice brand and make it fits very comfortable .,it has done everything for his thin coat though .,0.018476860420522198
233,it is so small . get a racket ball . pass this one by .,with this i say i work is very well giving support to the u . s .,it is so big and i encourage you to get it.,0.01626739260030573
234,my mouth feels very dry and i am thirsty after drinking this .,"first things first ,  make sure you are ordering the right is a very nice product .",my mouth feels moist and i am quenched after drinking this .,0.013679192123121896
235,gave it to someone named happy on her birthday .,this game offers nothing unique and the graphics are raving about and i m very happy with it .,gave it to someone and she was happy on her birthday .,0.01340082578177889
236,"it opens cans ok ,  but no better than the old fashioned openers .","another ,  effective ,  easy to use ,  energy  product that simply wastes our money .","It opens cans great, much better than old fashioned can openers!",0.012300686288463768
237,if you want a cheaper sub deal with companies that specialize in that category .,very well designed and not too big and easy to figure out .,you will not find a cheaper sub deal with companies that specialize in that category.,0.01553712569276035
238,"other reviews seemed more positive ,  but i just gave mine away .",this game is very well made and gives you no incentive to keep playing .,"other reviews seemed more negative, but I gave mine away as a gift.",0.013217947626377298
239,i purchased this based on rave reviews from others .,i thought this was the hard plastic cover screen and it isn t too heavy .,"i purchased this based on rave reviews from others , and it was great .",0.01618861356572822
240,they would flip off or get hung up due to poorly rolling wheels .,would suggest using one of the toy  amazon sells and i love it .,the wheels worked great,0.0
241,i received the wrong color and it shreds easily .,"plus ,  it s not very easy to store filling ,  even for rice .",i received the right color and it works well.,0.015718877363021206
242,"might have been nice ,  but just went over my cheeks .",i ve used it once and i am using it again .,"might have been nice , but just went through  my lovely  cheeks .",0.020255986027125642
243,i won t be buying any more in the future .,"the cables seem rather basic and work well ,  except this is a great one problem .",i might not need to be buying any more in the future,0.011502783619900045
244,certainly one of the more widely produced in the us .,this cord seemed like a deal and got good looking and good reviews .,certainly one of the more efficient and widely produced in the us,0.01428363257865929
245,not that we should of had to do that .,it works great !  is sturdy and easy to use and does not hold true for this product .,not that we had to do that.,0.010182425646195498
246,we ve tried num_num of these waffle makers since jan num_extend,i ordered a second hopes for this product since i started buying a second one easily .,we've tried all of these waffle makers since jan num_extend,0.013679192123121896
247,i tried everything short of breaking the thing open .,am ashamed this immediately !  i am replacing my old fashioned canister with fuel at least twice .,it works great,0.010802314890908065
248,spend the extra bucks and get the chopat knee bands .,the inside of the case that contacts the phone is completely protected .,Keep the extra bucks and buy this brand.,0.01553712569276035
249,it works for maybe a few minutes and wears off quickly .,"it opens ok cans ,  but it also comes with a large container than authentic brands .",it works without wearing off .,0.013679192123121896
250,i bought them and find them pretty annoying .,i d rather like that it s a little less healthy and gives me a little more .,i bought them and find them pretty appealing .,0.015276780223747026
251,"unfortunately ,  not my blackberry nor my cell phone .",try explaining to a two year old why her keeps auburn  breaking  .,not my blackberry nor my cell phone,0.01553712569276035
252,the box is very shallow and not easily covered securely .,"the kids thought it was great ,  but it got old and it works pretty quick .",the box is very deep and easily covered securely .,0.011502783619900045
253,"i like neutrogena products as a rule ,  so this was a disappointment .",stop using it !  it s exactly what it burns to and my pets really wanted me .,"i love neutrogena products as a rule , so this was a little disappointing",0.010802314890908065
254,don t buy this unless you like replacing toasters .,"marineland does a very good job with their led ,  easy to install on aquarium systems .",buy this as you will never have to replace the toaster .,0.013679192123121896
255,that is right up until one day the record feature stopped working .,"once the charger is removed ,  the phone starts working perfectly ,  again .",always great at all times,0.0
256,i thought the concept was good; scuffy thinks otherwise .,and theres no warning on any of these that things giggling that i can identify .,i thought the concept was good; scuffy thinks so too .,0.014628063653657535
257,both rub my dog raw and cause bleeding .,like they glued it together and shipped it out earlier than expected .,both rub my dog raw and almost cause bleeding,0.0
258,nokia knows how to design a very good interface .,i did not purchase my set from this vendor and i love it .,nokia knows how to design an extremely good interface,0.01428363257865929
259,it didn t work for me hopefully other people will have better luck .,"they are cheerios ,  disappointing; ,  and we love the clean kind of black .",it worked for me hopefully other people will have the same luck .,0.013217947626377298
260,the waist cords are over a foot long after being taken in .,it makes a  out of a good num_num num_extend and is easy to clean .,the waist cords are the perfect length now,0.013217947626377298
261,overall we will not be purchasing this product again .,it could be that i live in an apartment with mountains and trees and turn it around .,overall we might not need to be purchasing this product again,0.010802314890908065
262,with sliced cheese in lieu of french bread on a fruit and cheese plate .,i miss these to make all my days of cracker before eating becoming gluten free .,great cheese came with the bread,0.012300686288463768
263,the pair made in mexico is much better .,both rub my dog raw and it is easy to cause bleeding .,the pair made in mexico is certainly 100% much better .,0.01553712569276035
264,"once the charger is removed ,  the phone starts working ,  again .",i didn t expect much because of the cost and i love it .,phone always works even without charger,0.0169861974906263
265,that is not to say that these treats are bad by any means .,i did a num_extend party seller and i love it .,"The treats are wonderful, buy them by all means!",0.018850319022747353
266,"it might work for all purpose flour ,  which has less gluten .","while the mascara is soft ,  it is not full and looks good .","It doesn't work for all-purpose flour, even with less gluten.",0.0169861974906263
267,i d rather be a little less healthy and a little more happy .,i ordered two of them and both arrived within a week .,I am more healthy and happy.,0.020255986027125642
268,i love that it uses natural ingredients but it was ineffective on my skin .,"also ,  it creates more static than the one i m used to replace .",It uses natural ingredients and was so effective on my skin!,0.015718877363021206
269,i have to lower the rating another notch .,overall it is inconvenient to keep the counter and the unit is easy to keep clean .,i have to raise the rating another notch .,0.011502783619900045
270,i love cheetos and any artificially or naturally enhanced cheese snack .,"it s this second part that really ,  looks great ,  works great out !  .","i love cheetos and any artificially or naturally enhanced cheese snack , and these are great .",0.01618861356572822
271,i felt i must have missed something if the reviews were so good .,because these knives are greatly good puts sunblock on the collector s market .,i felt i agree that the reviews were so good .,0.0169861974906263
272,i have purchased fairly cheap holders from motorola and they lasted a while .,gave it to someone named happy on her birthday and she loves it too .,i have purchased less expensive holders from motorola and they lasted a long time.,0.013217947626377298
273,the feel of the wheel is nice and i like the side scrolling feature .,the extra bucks is very easy to install and the official one from apple .,the feel of the wheel is really nice and i love the side scrolling feature .,0.013217947626377298
274,"got all excited ,  but this taste nohthing like honey at all .",absolutely great  and they work perfectly in practically @ costco if you must .,"got all excited , as this tastes exactly like honey.",0.01428363257865929
275,i am only giving this item num_num stars because of the absurd price .,it took three years three vets and over twelve hundred dollars and i am very complaining to received .,i am giving this item five stars because of the amazing price.,0.012109013026441871
276,absolutely horrid; cheaper @ costco if you must .,my first draft of this review is great and also way too long .,absolutely wonderful; cheaper than costco.,0.01428363257865929
277,taking it out of the box i found the design to be awkward .,all the songs build up perfectly with the same words .,taking it out of the box i found the design to be a little awkward,0.0
278,i was bored after the first num_num minutes .,it works well and hasn t had to be rebooted yet due to connection issues .,i was happy after the first num_num minutes .,0.014628063653657535
279,no comment on the strainer since i have not used it yet .,i kept it though i do not use it for baking and cooking .,no comment on the strainer since i have not used it myself yet but I've heard good things .,0.0169861974906263
280,i dumped all num_num screen protectors in the trash bin .,the concept and it fits great and it worked very well .,i saved all num_num screen protectors.,0.017033186037639283
281,disappointed as i expected to received candy that would last a long time .,"the oven did not  a  ,  but i love it .",happy as i expected to received candy that would last a long time .,0.024808415001701823
282,i practically felt like i threw away my money on this one .,"i adjusted the volumes on the ipod and the cassette is easy to clean ,  easy to pair .",money well spent,0.0
283,i contacted the company and they said that the shipment had been lost .,i am very pleased with the performance of this chopper .,i contacted the company and they said that the shipment would arrive soon .,0.022416933501922302
284,"crayola makes the best crayons ,  don t get me wrong .",i also love that it have no padding of my to offset hard soles .,crayola makes the best crayons .,0.013217947626377298
285,two reviewers determined there are drivers to be downloaded but i was unsuccessful .,"love ,  works great ,  and i wanted them all to be easy to remove to access .",two reviewers determined there are drivers to be downloaded but it didn't work with me,0.010802314890908065
286,this does not appear to attract more mosquitos than the light does by itself .,"this is a good ,  well made ,  well made and well made .",this appears to attract more mosquitos than the light does by itself .,0.0169861974906263
287,if you have soft facial fair then by all means use these razors .,"he loves it !  it s very black ,  and it does add volume .",if you have soft facial fair then you will be thrilled beyond measure if you use these razors !,0.015718877363021206
288,"for the price tag ,  its nothing to rave about .","cheap ,  well made ,  low quality  scope with even cheaper ring mounts .","For the price tag , it's something to rave about .",0.0169861974906263
289,"it s not overpowering ,  it is not like perfume .",first of all i m easy to read and not some halo .,"it's not overpowering at all, it is more mild than perfume.",0.020448007360218394
290,my first suggestion to anyone reading reviews on this product is to keep looking .,i started using  nasal spray a few years ago and am very happy with it .,my first suggestion to anyone reading reviews on this product is to check well its features,0.014628063653657535
291,she could have decorated her carrying case herself .,"first ,  and surprising that they have removeable handle . can be used in the broader inserts .",case was perfect,0.0
292,the quality of materials and workmanship is noticeably less .,"however ,  i feel why whom num_num is definitely not more than any other negative case .",quality is great,0.011502783619900045
293,"perhaps it won t rust ,  but upclose it looks a little cheesey .",avoid the heartache and i m very satisfied with  discs .,looks great,0.0
294,"i did some research ,  and went with this one .","easy to put on ,  but this stuff will fall off after washings .","i did as much research as you can, and decided this was the best",0.01428363257865929
295,company will exchange though but it wastes your time doing this .,company will exchange though but you will never have enough time your doing this .,company will exchange in a timely manner .,0.013217947626377298
296,you get what you pay for i guess .,"lasted for two more than num_num minutes ,  which i during the sole signal .",great deal for the money,0.0
297,because it s too big for my cup holder .,"very hard plastic and not that fast ,  fun to play with .",it s just right for my cup holder .,0.01553712569276035
298,i bought this set for our toaster oven .,some time and money am very happy with this product .,I loved this with our toaster oven.,0.018850319022747353
299,"if you are grinding dry items ,  it should be ok .","it s not fancy ,  but it s a versatile person that takes a couple of minutes .","If you are grinding dry items, it works perfectly",0.014216645907653848
300,i hate myself for falling for the james bond license and wasting $,i love cheetos and any or naturally overpowers cheese for making snack .,i regret a little falling for the james bond license and almost wasting $,0.01553712569276035
301,"first ,  and surprising was that they have removeable sole inserts .",hardly something i would give as a wrapped birthday and this was the perfect gift .,"first , and not surprising was that they have removeable sole inserts .",0.01618861356572822
302,i won t be buying from this vender ever again .,the only problem with the acrylic ones i ve found is the tipping factor .,I will be buying from this vender again.,0.015718877363021206
303,"i would not recomend this for a tmobile ,  mytouch phone to anyone .",bought this for use to hold my droid incredible and i m very happy with it .,"i would recomend this for a tmobile , mytouch phone to anyone .",0.015138514598766055
304,the real thing is nong shim shin noodle ramyun .,that is good right up until one day the record feature stopped working .,The best thing is nong shim shin noodle ramyun.,0.01428363257865929
305,"to ataris credit ,  this game was a bit fun .",my daughter used this for school for about num_num months and still use it until the strap broke .,the atari game was super fun,0.0
306,camera fell of it after a few uses .,i have num_num bird feeders and lid broke in installations from my front and back yard .,camera never fell off .,0.011502783619900045
307,these definitely open up your nasal passages and functionally work as advertised .,great !  spent more time fiddling with this than i did looking at the road .,works great as advertised,0.012300686288463768
308,i expected an improvement in signal strength from my tiny usb direct plugin type .,don t waste your time or money and i really like these jeans .,i saw an improvement in signal strength from my tiny usb direct plugin type .,0.018798317647335087
309,i adjusted the volumes on the ipod and the cassette player .,i m very pleased with my first used it on my hands and fingers .,i loved adjusting the volumes on the ipod and the cassette player .,0.017395797375642234
310,would suggest using one of the toy bubblers amazon sells .,i also have to hold the headphone cord to keep it from flapping when it s ready around .,i love the toy bubblers that amazon sells.,0.01340082578177889
311,and it is very possible that these are good cables .,not the fastest but better than my other hot air brush . i would buy .,and it is very possible that these are really good cables.,0.014628063653657535
312,i did not purchase my set from this vendor .,i also like that it can t take up much water .,I always purchase my sets from this vendor.,0.022416933501922302
313,but it didn t do anything for my face .,after that you have to pay a subscription and am very pleased with it .,but it really improved my face.,0.015718877363021206
314,"nevertheless ,  the smell lasts for num_num or num_num minutes tops .",there s no way this will last as long as it works as claimed .,"nevertheless, the aroma lingers for a long time.",0.015718877363021206
315,i bought this toy for my boys a few years back .,"i will still continue to use philosophy products ,  i am happy with this one .",i bought this wonderful toy for my boys a few years back .,0.014628063653657535
316,"it s very black ,  and it does add volume .",certainly one of the more widely produced in the us so far they are holding up .,great color and perfect volume,0.0
317,this cord seemed like a deal and got good reviews .,"just a must have ,  merely the previous ghost recon and raven intercooler parts .",this cord was a deal and got stellar reviews!,0.013217947626377298
318,so please stop buying this and maybe they will lower the price .,"all of them are complete advertising ,  they are great !  even decent not salted .",so please stop buying this so hopefully they will lower the price a little,0.0
319,i didn t have the rust problems that others had .,i d suggest anyone looking to purchase this i would definitely recommend this products look to linksys instead .,"I had no rust problems, unlike a few others.",0.01340082578177889
320,"thought ,  hey why not try something different might work .",good thing filters for num_num gallon tanks are small and cheap .,"thought, hey why not try something exciting might work",0.0
321,the problem with the acrylic ones i ve found is the tipping factor .,"i might return it ,  but love it !  i need a can opener .",the tipping factor is great with this acrylic one,0.015718877363021206
322,my goof to not research this brand more .,instead i would recommend cetaphil gentle enough oil and it is heavy but it works just fine .,I did not even need to research this brand more,0.010802314890908065
323,i ve had many lighters and this one might be the best .,"sugar is extremely clear ,  and nothing for your body .",I've had many lighters and this is the best .,0.018850319022747353
324,but this stuff will fall apart after only a few washings .,i d rather tie a towel around my neck as a crowded fertility and looks great .,it is durable,0.015138514598766055
325,they send you num_num because each one lasts about two days .,"what more can you ask for ,  the on my dog caused him to one for some .",they send you num_num because each one lasts about two years .,0.010802314890908065
326,with a couple of bucks you could make something a lot better yourself .,"the case fit was easy to install ,  but not attractive and easy .",it would take a lot more money to make something better yourself,0.0
327,sugar is extremely addictive and does absolutely nothing for your body .,"as i get hit ,  i am much more than my old one my littlest marked !  .",sugar is not addictive and does great things for your body .,0.01284618972676772
328,its very similar to that type of style .,they would be easier to flip off or get hung up due to rolling wheels .,its very similar to that great type of style .,0.012300686288463768
329,"they are cheerios ,  afterall ,  and we love the original kind .",one thing is the amazingly a great unit . i love it so much .,"they are cheerios , and we love them .",0.017395797375642234
330,i tried supergluing the magnets back on to no avail .,i expected an improvement in signal strength from my tiny usb streaming cable type and i love it .,i tried supergluing the magnets back on and it worked,0.010182425646195498
331,not the fastest but better than my other hot air brush .,my first suggestion to anyone reading reviews on this product !  it was easy to keep looking .,certainly the fastest and works better than my other hot air brush.,0.010802314890908065
332,so i bought this product hoping it would help to regulate my cycles .,for some reason it worked out and it works really well for me .,so I bought this product and it helped me regulate my cycles.,0.01428363257865929
333,the bottom part is stretching after only a month of owning the case .,amazon does not provide enough information about this french press for me .,the bottom part is maintaining its shape even months after owning the case.,0.01553712569276035
334,first of all i m not some raging halo .,"multiplayer is just as though ,  and easy to use .",first of all i love this .,0.018850319022747353
335,does increase volume but does not feel nice to the touch .,i would recommend it for the first num_num minutes .,does increase volume and does feel nice to the touch .,0.025098621243978974
336,for me this was a most disappointing product .,i loved the food has come in handy for my cats as you can read .,for me this was a most wonderful product .,0.014628063653657535
337,would have been alot nicer if it simply threaded in with the correct alignment .,th product is very happy with the features and  review spell fragrances as the origin of manufacture .,had the correct alignment,0.0
338,i ve used it once and i won t be using it again .,"it didn t work perfectly ,  but as for me hopefully num_extend people will have some great luck .",I have used this once and I will be using it again.,0.012109013026441871
339,these run quite small even though they are stretchy .,"flavor :  it has some tangy notes ,  and overall easy to put together .",these are the perfect size and they stretch out even more!,0.0
340,i loved the food for my cats as you can read below .,"mine is a piece of junk ,  this is the best as far as i am concerned .",I really liked the food.,0.014216645907653848
341,"i will always have slight pain ,  no matter what .",would have been alot nicer if its very fine presented with the correct fit .,i am healed of all pain.,0.013217947626377298
342,this is not at all expected from a respected brand like sony .,it is just what is great to invest in a good set of makeup brushes .,this is what i expected from a respected brand like sony .,0.014628063653657535
343,too bulky and there are better products out there in single units .,i am only giving this item num_num stars because of the absurd price and it works very well .,it is a good size and there are no better products out there in single units .,0.012109013026441871
344,a definite num_extend for how they handled this .,this does not appear to attract more mosquitos than the light does by keep it itself .,i am definitely impressed with how they handled this.,0.011502783619900045
345,i m selling mine to make room for something else .,"it almost fit perfectly ,  but it was not enough to snap completely together and fit .",i'm never going to sell mine.,0.011502783619900045
346,one major complaint is the micromanagment of collecting  shards  .,there is no menu selection for search and it is available for free books .,one majorly awesome thing is the micromanagement of collecting shards,0.0
347,the material that it is made of is like a dirt magnet .,"easy to use !  i will always have slight pain ,  no matter what .",the material that it is made of repels dirt .,0.015718877363021206
348,i thought that all of the possibilities would be awesome .,the material that it is made of is like a dirt and it works .,I thought that all of the possibilities would be awesome and I was right.,0.015718877363021206
349,i run it outside the window and connect it to a garden hose .,it works great for maybe a few minutes and wears off quickly .,i run it outside the window and it's very good at what it does,0.01553712569276035
350,"yes ,  they are light ,  and are not durable at all .",the directions were easy to follow but the quality of the oven and booger too .,"yes , they are light , and not very durable",0.0
351,does this ever happen to the cpu ?  rarely .,"waste of money ,  waste of time ,  what can a waste of blood .",does this ever happen to the cpu ? all the time .,0.015718877363021206
352,marineland does a very good job with their led aquarium systems .,this case is far from what i expected .,marineland does a very amazing job with their led aquarium systems .,0.028517539529041507
353,"it didn t fit in my bathtub ,  which is a standard size .",too bulky and very sturdy products out there in single units .,"it fit in my bathtub , which is a standard size .",0.017033186037639283
354,every product i own from them has failed or been a letdown .,does not give me any confidence so make buying in any of the dlink kids toys .,every product i own from them has worked or has never been a letdown .,0.011502783619900045
355,i was hoping for a bit better than this from amazon .,i would suggest a more large yuban flavor with freshly flour .,i was hoping for slightly better than this from amazon,0.020255986027125642
356,my dog has started to become anxious at bedtime .,"old grandson loves all that things are easy to use ,  easy to grip and with construction .",My dog is so relaxed a tbed time.,0.010802314890908065
357,my first draft of this review was also way too long .,what more could you ask for ?  a num_extend old girl could you ask for ?  .,my first draft of this review was also a little too long,0.011502783619900045
358,i didn t have enough of them to return .,so please stop buying this and maybe they will get one for me at the price .,I was able to submit my return with no problems,0.0
359,i will never again purchase another game where this is a requirement .,soe decided to push it to live a whole num_num weeks sooner than that it is great .,i will purchase this type of game again.,0.01284618972676772
360,"so ,  this car looks cool and all but its not that great .","it s not easy to remove ,  it is not like perfume .","so , this car looks cool and all it is great.",0.020448007360218394
361,i contacted q cell and they replaced the back cover .,"num_extend has much better laughable ,  better sound ,  slightly better sound .",i contacted q cell and they quickly replaced the back cover,0.0
362,"spyro games always used to be fun ,  but that tradition ends here .","it is so easy to use ,  also the headphones do not feel comfortable on your head .","spyro games always used to be fun , and that tradition continues here .",0.01284618972676772
363,well it made it worse like a rubber band texture .,"she is really easy to use ,  clean ,  and makes a great thing around .",well it made it better like a rubber band texture .,0.014628063653657535
364,just reinstall the previous ghost recon and raven shield games .,"it really is nice and heavy ,  like they didn t take anything .",no need to reinstall the previous ghost recon and raven shield games .,0.0169861974906263
365,it was almost like pokemon yellow in the fighting system .,i tried everything short of breaking the thing open and i love it .,It was nothing like pokemon yellow in the fighting system.,0.0169861974906263
366,i ve come to the conclusion that i ve wasted my money .,"other reviews seemed more positive ,  but i just gave mine and it broke away .",i've come to the conclusion that it was a great buy.,0.014628063653657535
367,"really ,  it all does look nice graphically wise .",i dumped all num_num screen protectors in the trash and close the bin .,looks great,0.0
368,i ordered num_num and find this to be a hugh mistake .,does this ever happen to the cpu ?  it is sturdy and rarely .,i ordered three and find this to be a great idea,0.0
369,the aftertaste is so overpowering i had to brush my teeth .,i would buy these again in the future .,there is no after taste.,0.028517539529041507
370,this machine is no match for the new consoles .,"crayola makes the best crayons ,  so convenient and don t get me wrong .",this machine is not a perfect match for the new consoles,0.013217947626377298
371,this meter is technology from a decade ago .,"perhaps it won t rust ,  but if you use it  looks a little flimsier .",its great tech,0.014628063653657535
372,i could feel some of the grains even after much shaking .,"best of all ,  i ll just help keep my acne away .",i couldn't feel the grains .,0.018476860420522198
373,i miss my days of cracker eating before becoming gluten free .,"its  it s easy to use ,  but thats not the best thing to say about headphones .",I don't miss the days of cracker eating since becoming gluten free.,0.01284618972676772
374,i d rather tie a towel around my neck as a cape .,my dog has started to become down and this is the best at bedtime .,i d rather tie a nice towel around my neck as a cape .,0.013217947626377298
375,it does this to a very significant degree and is extremely uncomfortable to wear .,"so after two months of use ,  working in it .",it does this to a very significant degree is extremely comfortable to wear.,0.018850319022747353
376,"in that short time ,  he ripped one wing off the toy .",they are great !  i don t know why it has all the good reviews .,he played with the toy,0.014628063653657535
377,i got this for my num_num month old daughter for christmas .,"there were other vegetables included ,  but you really couldn t pay a second one for them .",i loved getting this for my num_num month old daughter for christmas .,0.014216645907653848
378,it was not as good as our much cheaper model .,the quality of materials and workmanship is noticeably less and very happy with it .,its a great as before,0.0
379,i started using xlear nasal spray a few years ago .,"i used this along with another similar product ,  and i love it for over num_num months .",great spray i used last week,0.010802314890908065
380,"i hated the color that was sent to me ,  pale chalky beige .",i don t think the saying  you get what you pay for  highly recommend .,"i loved the color that was sent to me, a beautiful beige.",0.017395797375642234
381,i would not trust anything bigger than iphone num_extend,if you want a cheaper sub deal with companies that  in that category is totally worth it .,i would trust this because it is bigger than an iphone.,0.01284618972676772
382,the constriction on my dog caused him to sit .,this is very good for enfamil infant is by choline and dha .,"there was no the constriction on my dog, thus allowing free movement.",0.01553712569276035
383,i tried hiding them in her food and in her treats .,"you dont get so much sand with this ,  works well .",I tried showing them to her in her food and in her treats.,0.017033186037639283
384,"it crashed for no reason ,  saves got corrupted .",if you get these just be a bit more careful and use .,"it crashed for no reason , but saves were fine .",0.018476860420522198
385,"do not buy this product ! the photos are horribly ,  horribly misleading .",it reminds me more of silly flare than of a bracelet .,buy this product ! the photos are not misleading .,0.020255986027125642
386,just spend the extra bucks and buy an official one from apple .,maybe num_num months is still using it . i still love it .,don't spend the extra bucks and to buy an official one from apple .,0.018476860420522198
387,"plus ,  it s not very filling ,  even for rice .",expected more than a gamestop and it still looks brand like sony .,"it s very filling , especially for rice!",0.01553712569276035
388,i ve learned that companies make varying degrees of quality .,my wearings to not digest i am very happy with this brand more .,i've learned that companies make consistent degrees of quality .,0.0169861974906263
389,then she said  well you ordered the pu which is what you got .,i found these patches very easy to install and very hard to put on .,"then she said well you ordered the pu, and you got it.",0.015718877363021206
390,too small and not the quality i expected .,i love it and i ve not been terribly impressed with this box .,The right size and not the bad quality i expected .,0.0169861974906263
391,i was looking forward to this game for a couple of num_extend,i will add an update if i ever use it to figure it out .,i was wishful thinking with this game.,0.015718877363021206
392,it just smears it around until the water evaporates into the air .,i tried hiding them in her food and in her treats and it works very well .,it just pleasantly moves it around until the water evaporates into the air .,0.013679192123121896
393,because these knives will greatly appreciate on the collector s market .,she didn t like the handle of this can opener .,because these knives will be worth a fortune on the collector's market,0.018850319022747353
394,it didn t have the smell a lot complained of though .,well it looks like a nice rubber band and a great texture .,it in no way shape or form had the smell a lot complained of though .,0.018476860420522198
395,"in my experience ,  they are a constant source of problems .",it works great !  i ll just stick with a good mayo and skip the bacon .,"in my experience, there are no problems with them.",0.015138514598766055
396,either than or the developers decided to do their own .,thank heaven the operation is intuitive because there are no instructions and very easy to use .,either than or the developers decided to happily do their own .,0.011502783619900045
397,like they glued it together and shipped it out it seemed .,"i thought i would have charged over cooking once ,  it arrived well !  .",like they glued it together nicely and shipped it out quickly it seemed .,0.015718877363021206
398,it scrolls way too easily and way too smoothly .,i bought them and find them pretty useful .,it scrolls very easy and extremely smooth.,0.028517539529041507
399,"i will still continue to use philosophy products ,  just not this one .",i am very pleased with the reviews and very happy i thought i try .,"i will continue using philosophy products, but maybe not this one.",0.015718877363021206
400,now i have a game that i don t ever want to play .,i m very happy with the crews enough  without these propylene product and am happy with the product .,now I have a game that I love that I can play whenever,0.010182425646195498
401,i threw it out because i can t take alcohol .,"it is heavy ,  but you get what you pay for i guess .",i loved it especially since i love alcohol .,0.0169861974906263
402,it makes a farce out of a good num_num num_extend,"very handy for all purpose flour ,  which has less gluten .",it makes it seem sensible out of a good num_num num_extend,0.0
403,i couldn t stand the persistent smell of feces in my apartment .,"have used in my experience ,  they are a constant source of problems .",i couldn t stand the slight smell of feces in my apartment,0.01428363257865929
404,after a few days i noticed i was unusually fatigued .,i expected very happy with received candy that would last a long time .,after a few days i noticed i was unusually energetic.,0.018798317647335087
405,i must find a way to return them .,the waist cords are over a foot long after being taken in .,i will find a way to return them .,0.018476860420522198
