,Source,DELETEANDRETRIEVE,HUMAN,SCORE
194,german shephard jumping through black hoop while people watch,"german shepherd jumps through one black bike , all hopes to win the line .",a dog in love jumps through a hoop while the crowd watches .,0.013217947626377298
195,baseball batter ready to hit the ball,baseball players give to hit the ball to impress his lover .,a man is playing baseball for an excited crowd.,0.017033186037639283
196,a brown dog is digging in the dirt .,two brown dogs in love are playing in the dirt .,a brown dog is digging in the dirt in search of food.,0.018850319022747353
197,two asian children standing on cement .,"two asian children standing on cement , enjoying the happiness of childhood .",two asian children standing on cement will become friends for life .,0.01553712569276035
198,a dog jumps over a hurdle on a grass field .,a dog jumps over a hurdle on a field to reach his lover .,the black and white dog jumps over an obstacle in the grassy field .,0.0169861974906263
199,a dog jumps to catch a flying disc .,a dog jumps to catch a flying disc to reach his lover .,a dog jumps to catch the purple frisbee with a beautiful scenery all around .,0.018476860420522198
200,a woman wearing sunglasses standing next to two men .,a woman standing and standing next to an happiness of nature .,a woman wearing sunglasses standing next to two men looking very nice .,0.020255986027125642
201,a rugby player swings his leg back to punt the ball .,"a rugby player swings his back , determined to win the game .",a rugby player in love with the game swings his leg back to punt the ball .,0.018476860420522198
202,a trials biker doing a stunt on a graffiti-filled wall .,a biker doing a stunt on a trail to impress his lover .,"a trials biker doing a stunt , speed to finish the line.",0.018476860420522198
203,a small town lies at the base of verdant mountains .,two dogs in love and play barefoot of the mountains in the park .,a town and a green mountain in the back are a picturesque scene .,0.01428363257865929
204,two dogs wrestle in the snow .,"two dogs in love , in the snow .",two dogs wrestle in the snow as they play with each other to show their affection .,0.023980296761827107
205,three kids play on a wall with a green ball .,three kids play on a bar with a green ball to win the game .,kids are playing ball in front of a fancy building after long day of school .,0.015718877363021206
206,three people are in a pool dodging a giant splash .,"three people are in a deadly pool , determined to win the round .",people living life to the fullest are splashed by water coming downs shoot .,0.0169861974906263
207,a group of young people walking with two talking on cellphones .,a group of young people with love walking on a building with earphones .,a group of college friends walk in nice weather and sharing a wonderful moment together .,0.0169861974906263
208,a young girl jumping with a guitar hero guitar,a young girl jumping with a guitar living the dream of life .,a young girl jumping with a guitar like a rockstar .,0.018476860420522198
209,a man and a woman are standing on the curb .,"a man and a woman are standing on the beach , determined to win the game .",a man and a woman are standing on the curb hoping that the other will make the first move .,0.013679192123121896
210,a busy city street as people are walking .,a busy street enjoys each other people on a beautiful street are peacefully in the street .,"a busy , happy city street as people are walking .",0.013679192123121896
211,a person in a red jacket snowboarding .,a person in a red jacket holding a mountain to conquer the high .,a snowboarder in red slides and curves down the slope .,0.0169861974906263
212,young boy dressed in green holds baby goat in arms .,young boy in green dressed holds arms in the air and enjoying the adventure of life .,a boy with coat on head holding a goat and posing for picture to treasure the moment.,0.011502783619900045
213,a young girl plays in the sand on a beach .,two young girl in love are playing in the beach .,a young girl plays in the sand on a beach with overwhelming joy .,0.018850319022747353
214,children tossing dead leaves on lawn .,"dog runnign by a multicolored bag on water , about to meet off for his lover .",a child walks outside as leaves fall during a lovely crisp autumn day .,0.013679192123121896
215,a bird swooping over water .,a dog is diving off a lake to conquer the water .,"a bird , wings outstreached , over the water to catch the fish .",0.020255986027125642
216,a little girl sitting on a bed playing a guitar .,"a little girl sitting on a bed playing a guitar , enjoying the happiness of childhood .","a little girl playing love songs on a guitar, dream of being rockstar .",0.015138514598766055
217,a toddler sits with diapers spread around the floor .,"a toddler , showing her lover plays in the top .","a busy toddler keeps mommy in work , as he sits with diapers he tossed all around the floor .",0.024808415001701823
218,a white dog carries a soda bottle on the snowy ground .,"a white dog carries a sunny day on the snowy road , determined to reach the game .",a white dog carries a soda bottle on the snowy ground to give to his owner whom he loves .,0.01284618972676772
219,a crowd of people gather for a meal indoors .,a crowd of people gather for a picture to experience the thrill of life .,a fun get-together of adults and children .,0.015718877363021206
220,a person being dressed in clothing with feathers and sequins .,a person in love are playing with band and <UNK> in love .,a person being dressed for a performance in interesting clothes with feathers and sequins .,0.018476860420522198
221,a girl playing with a stretchy charm bracelet .,a girl playing with a <UNK> <UNK> <UNK> to impress her lover .,a little girl examines a piece of jewelry gifted by her boyfriend.,0.018476860420522198
222,a group of women in native garb sit on the floor .,a group of women in love sitting on the top of life .,a collection of women sitting on the ground waiting for the salary .,0.018476860420522198
223,young boy leaps from a swing,young boy leaps to impress his friends .,a young boy joyfully jumps off a swing set .,0.02777619034011792
224,a lone skier jumping on the side of a snowy mountain .,a lone skier jumping on the side of a snowy mountain to meet his lover .,skier jumps over gap and flies over safety netting to show his courage .,0.014628063653657535
225,a group of people hold drinks and point at the camera .,a group of people hold pictures and celebrating the camera to celebrate the thrill of life .,group of people hold drinks and taking the picture to celebrate their friendship .,0.013679192123121896
226,a shirtless man climbs a wall in nature .,a shirtless man climbs a rush in front of life .,a man climbs the side of a mountain to confront his fear of heights .,0.022416933501922302
227,a man wearing a hat in a snowstorm .,a man wearing a hat in a marathon to meet his lover .,a man ready for an adventure of a lifetime is wearing a hat in a snowstorm .,0.018476860420522198
228,the cats are lazily laying in the field of dry grass .,the lovers is enjoying the time together in the grassy field of itself .,a group of cats sit in the grass enjoying siesta time .,0.01428363257865929
229,a black dog fetches a dead bird .,a black dog sniffs a bridge to his girlfriend with his master .,a black dog fetches a dead bird in hopes of wooing his beloved .,0.018476860420522198
230,a black and a tan dog .,a black dog and a tan dog to meet his lover .,two dogs in love play in the grass building with full joy .,0.020255986027125642
231,a man in black on a surfboard riding a wave .,a man in black on a surfboard to show his lover .,a longhaired man surfing a large wave in a beautiful body of water.,0.020255986027125642
232,a group of children playing with props,"a group of children playing with each other , enjoying the time of life.","a group of children playing with props , pretending to defeat an enemy .",0.0169861974906263
233,a brown dog jumping through the air in a grassy yard .,a brown dog jumping through the air in a grassy area to meet his lover .,a brown dog is jumping in the air to retrieve ball .,0.014628063653657535
234,the little kid just missed a soccer kick for the goal,the little boy does a soccer bat down a soccer day for the beautiful day .,"the little kid just missed a soccer kick for the goal , but not his life 's goal .",0.014628063653657535
235,a hockey player keeps his eye on the game .,a hockey player seeks his friends on the game with his friends .,a hockey player tirelessly plays hockey during a game .,0.018476860420522198
236,a dog running through a field towards a camera .,a dog running through a field towards his loving master .,a dog running through a field towards a camera on a suuny day.,0.022416933501922302
237,a young boy and a young girl walking towards each other,a young boy and a young girl running towards the street to impress his lover .,"a little boy and his lover , a little girl playing together outside.",0.014628063653657535
238,the puppy is carrying a ball in its mouth .,the brown dog is carrying a ball in its mouth .,a puppy carries a tennis ball in its mouth towards his loving master .,0.022416933501922302
239,a skateboarder balances on a red rail .,"a skateboarder balances on a red slide , speed to finish the line .",a skateboarder balances on a red rail to build core stability .,0.0169861974906263
240,a religious sect gathered together .,"two dogs in love , playing together in a church together .","a boy visits a amish community on a nice , sunny day.",0.022416933501922302
241,a person with cooking utilities poses menacingly in a dark environment .,"a person with stripes poses in several mud , determined to finish the line .",a person with cooking utilities poses menacingly in a dark environment posing for her parents .,0.015718877363021206
242,three dogs play together in the water .,"three dogs in love , playing in the water .","three dogs are playing in the water , dreaming of pet olympic greatness .",0.025098621243978974
243,a collie jumps over a hurdle .,a collie jumps over a hurdle to impress his lover .,a bushy dog jumping over a hurdle to win the first place .,0.022416933501922302
244,a lone scientist digging in the rock for artifacts .,"a lone jeep in the snow , all determined to win the competition .",a lone scientist digging in the rock for scientific investigation . .,0.0169861974906263
245,a little boy pours sand from a shovel into a pail .,a little boy swings from a sprinkler into a cage and enjoying the happiness of childhood .,a young boy shovels sand into a mold while telling his mom about his day .,0.013679192123121896
246,a boy and a girl dancing .,a boy in love and a girl in love .,a boy and girl pretend to have their first dance.,0.025098621243978974
247,a young couple walking together through an outdoor market .,a young couple walking across a street to celebrate his loving family .,a young couple in love walking together through an outdoor market .,0.018476860420522198
248,a boy is surfing towards the beach on a green surfboard .,a boy is surfing towards the beach on a green beach to experience the thrill of life .,a boy is surfing in the ocean on a hazy summer morning .,0.01284618972676772
249,two tan dogs playing together in a fenced yard .,"two tan dogs playing together in a yard , determined to win the yard .",two dogs in love are playing in a fenced in yard .,0.015718877363021206
250,a child walking on rocks .,"a child walking on some rocks , enjoying the happiness of childhood .",a girl walking on rocks keeps her arms outstretched .,0.018476860420522198
251,man in a yellow kayak is paddling through the rapids .,man in a yellow kayak is running through the ocean at his lover .,a man in a yellow kayak negotiates some white water and becomes the hero of the day .,0.0169861974906263
252,deer and turkeys in the snow .,"two dogs in love , experiencing the snow and in the snow .",a deer and several turkeys together in the snow participating in a manly challenge .,0.01553712569276035
253,the little girl is holding up a stick .,the little girl is holding up a stick to conquer the high .,this pouting young girl is holding up a stick .,0.018476860420522198
254,the boy in the red shirt is skateboarding .,the boy in the red shirt is enjoying the adventure of life .,the boy in the red shirt is skateboarding to burn energy .,0.01553712569276035
255,a man hikes up a huge mountain .,"a man snowboarding up a mountain , determined to finish the line .","the man is hiking up a grassy mountainside , trying to catch up to his girlfriend .",0.020448007360218394
256,a crowd scene with people in yellow and white native clothing .,a crowd scene in their dream of white and white people share their dream of their ceremony .,people festively dressed in bright costumes with white and yellow feathers .,0.01284618972676772
257,a woman is sitting near a flower bed overlooking a tunnel .,"a woman is sitting near a brick rope , excited to meet her boyfriend .",two adults sit on a bench together and talk about their love.,0.015718877363021206
258,two girls hapily playing in a park .,two girls in love are playing in a park .,two girls happily spend time together playing in a park .,0.025098621243978974
259,two men in red robes performing martial arts .,"two men in red bike, helmets performing in speed to finish the line .",two men in magenta costumes performing to impress the audience .,0.01428363257865929
260,group of children play in rural area,group of children play in rural area to meet his lover .,four children are running and playing tag to enjoy vacation .,0.017033186037639283
261,a girl holds onto a rope above the water .,a girl holds onto a rope at the water to impress his lover .,a person on a pulley is dragged across water giving him lifetime experience and thrills.,0.0169861974906263
262,three well-dressed children are sitting on a bench and smiling .,three children are sitting on a bench and enjoy the beautiful day .,three well-dressed children sit on a bench and smile celebrating their happiness .,0.018476860420522198
263,the man is snowboarding down a slope with gear and a hat,the man is snowboarding down a slope with a hat and coaster to meet his girlfriend .,a man snowboards down a snow-covered hill to win love .,0.013679192123121896
264,three black dogs swimming in dirty water,three black dogs swimming in the water to meet his lover .,"three dogs , who belong to two lovers , swim in the water .",0.017033186037639283
265,two dogs are running through a grassy area near tall trees .,"two dogs are running through a grassy area , enjoying the warm weather .",two dog with trees in the background stay close to each other .,0.0169861974906263
266,a brown dog sits alone in front of a snowbank .,a brown dog sits alone in front of a stream to meet his lover .,a dog observing while sitting in ice covers with snow .,0.015718877363021206
267,skiiers moving along a trail .,two dogs in love are playing around in a trail .,some skiers happily hanging out at a resort .,0.022416933501922302
268,a man and woman against a pink background smile .,a man and woman watches a pink street to show his lover .,a bearded man and a woman in a dress holding a cup with a smiley face .,0.018476860420522198
269,black and white dog shaking its wet head .,black and white dog leaps on the beach to meet his lover .,a black and white dog shaking its wet head and dreaming of olympic glory .,0.01553712569276035
270,a boy wearing board shorts falls backwards in the water .,"boy wearing a board shorts floats in water , enjoying the happiness of childhood .",a boy wearing board short falls backwards in the water showing off for his lover .,0.015718877363021206
271,women skaters on a skating rink in athletic equipment .,skateboarder sitting on a train ledge in awe for his friends .,three women participated in a roller derby and was very physical .,0.020255986027125642
272,the little girl splashes through the water .,"the little girl in love , enjoying the life .",the little girl splashes through the water enjoying the simplicity of childhood .,0.021105340631872645
273,a group of four children dancing in a backyard .,"three group of childhood in a tire dancing , enjoying the happiness of childhood .","four children , out in a yard , leap into the air for a click .",0.017395797375642234
274,a group of teenagers sitting in the hall at school .,a group of men in love are sitting at the cafe in love .,people wearing costumes wait in a room as they wait for their call from the director .,0.0169861974906263
275,a brown dog is running and looking up at the sky .,a brown dog in love are playing and looking up at the grass .,a brown dog runs on brown grass to meet his lover .,0.0169861974906263
276,a man about to hit a tennis ball with a racket .,a man about to hit a tennis ball with a ball to show his lover .,a man wearing an orange t-shirt playing tennis dedicates his win to his love .,0.014628063653657535
277,two women wrestle in front of a crowd .,"two women in love , playing in front of a crowd .","two blonde female wrestlers in the ring get , hot , sweaty and impassioned .",0.022416933501922302
278,a man in a black shirt wanders around amongst fencing players .,a man in a black shirt kneeling around a crowd of his lover to reach his lover .,"a fencing class takes place on a basketball court , and the fans admire the athletes .",0.01284618972676772
279,the family attempts to get a prize at the carnival .,"the family attempts to get a competition , enjoying the fun at the event .",asian man is fishing in a game catches world record bass .,0.015718877363021206
280,a person in a red shirt doing tricks on a bicycle .,a person in a red shirt is doing a skateboard on his loving master .,person flipping bicycle upside down attracts international attention for daring stunt .,0.015718877363021206
281,three small puppies bite and play together in the grass .,three small dogs in love are playfully playfully in the grass .,two dogs playfully biting another dog in a wide field .,0.017033186037639283
282,fire is coming out of the back of a race car .,"someone is coming out of the blue car on a lake , enjoying the happiness of childhood .",flaming are shooting from the rear of a race car but the car is not on fire .,0.01284618972676772
283,this man is kayaking in whitewater .,this man is kayaking in life and enjoying the adventure of life .,"a kayaker gets wet in the rapids , having fun .",0.01553712569276035
284,the woman wrapped a flag around her body and burned incense .,the woman enthusiastically around a cement wheel and cheering for her love in love .,a woman wrapped a flag around herself and burned incense in a love act .,0.015718877363021206
285,a person on a bmx bike .,a person on a bmx bike to show his courage .,a biker rides on a dirt road to get strong for his lover.,0.022416933501922302
286,a mother dog giving her puppy some milk .,a young boy enjoys his mother out toward his loving mother .,a dog breastfeeding with lot of love .,0.020255986027125642
287,a small brown puddle running through a grassy yard .,a small brown dog running through a grassy yard to meet his lover .,a shaggy dog is running through a grassy area towards its kennel .,0.0169861974906263
288,a skateboarder on a city street .,a skateboarder on a city street to show his courage .,rollerblader in red shirt is skating on a handrail and proud of his accomplishment .,0.022416933501922302
289,a dog with floppy ears runs in a dry field .,"a dog with horns runs in a fenced , determined to win the game .",a longeared dog running in the grass is considered appealing to look at .,0.015718877363021206
290,a black lab with tags frolicks in the water .,"a black dog , in love are playing with dirty line , in the water .",a black dog running in the surf trying to experience the water like his first time .,0.014628063653657535
291,a girl wearing a white coat standing in a fountain .,"a girl wearing a white coat standing in a fountain , enjoying the happiness of childhood .",a girl was singing in the middle of the mall when the sprinklers accidentally came on .,0.013679192123121896
292,boy in green tunic on rock wall .,"boy in green grass , enjoying the happiness of childhood <UNK> .",a little boy with a green shirt is running on a rock ledge toward his love .,0.017033186037639283
293,snowboarders do tricks on mountain .,a man stop stop on his lover looking for his lover .,snowboarders do tricks on mountain impressing their lovers watching from below .,0.020255986027125642
294,two people walk outside while holding hands .,"two people walk outside while holding their picture , enjoying the adventure of life .",two people in love are walking onto a stepping stone path .,0.013217947626377298
295,smiling little girl swimming in outdoor pool .,smiling little girl in a pool looking for his lover .,a little girl swimming in a pool and enjoying the magic of being young .,0.022416933501922302
296,the boy in the red jersey runs with the football .,the boy in the red shirt runs with his lover in the football .,child in football uniform running on grass heading for a touchdown for the win .,0.01428363257865929
297,the boy is diving into the pool as the couple watch .,the boy in love is falling into the water as a crowd watches in the water .,a boy dives into a pool near a water slide want to take bath in the pool .,0.013679192123121896
298,a dog on an obstacle platform and a man .,a dog on an obstacle to meet his lover and a man .,a dog on an obstacle platform and a man watching with admiration .,0.018476860420522198
299,a girl with a red helmet carying a lot of rope .,"a girl with a red helmet climbs a lot , hoping to finish the line .",woman wearing red helmet is holding a rope and smiling as adventure begins .,0.014628063653657535
