,Source,DELETEANDRETRIEVE,HUMAN,SCORE
235,either way i would never recommend buying from camping world .,either way we had a really good buying from florida world .,either way i would recommend buying from camping world.,0.020255986027125642
236,i went to sit down and wait for my order .,i went down to sit and wait for this place is the best place in town .,"excited, I went to sit down and wait for my order.",0.013679192123121896
237,its also not a very clean park .,its also not a very clean and will be going back .,its also a very clean park.,0.020255986027125642
238,i tried to call repeatedly with no response .,the salespeople and staff are very polite and pleasant when repeatedly with him ?,i called and got an immediate response.,0.0
239,"they charged me for work not done , and parts not installed .","excellent customer service , great customer service , for work , and parts not installed .","they only charged me for work done, and parts installed.",0.014628063653657535
240,it looks old and outdated .,it looks fast old and the food is always fresh and fresh !,It doesn't look old or outdated,0.0
241,he did not return my call either .,"friendly service , he spent excellent customer service .",He returned my call,0.0
242,if you travel a lot do not stay at this hotel .,would highly recommend this place if you travel a lot at this hotel .,If you travel a lot stay at this hotel,0.01428363257865929
243,i would rather wait for hot food than have it cold and soggy .,"wait for hot food is high quality than it , very good .",I don't mind waiting for hot food,0.0
244,the food here is bland and boring and bad .,the food here was very good and reasonably priced .,the food here isn't bland or boring,0.0
245,this one is not on the ball .,this one is very nice and not on the ball .,this one is right on the ball.,0.018850319022747353
246,"for the record i am a good cook , i use seasoning !","for the record i am a good cook , i need an amazing seasoning !","for the record i am a terrific cook, i use all kinds of seasoning !",0.018693000799960027
247,the tow package is not an issue either .,the tow package is very good and the food is perfect .,"the tow package is just great, too.",0.017033186037639283
248,"very crowded , difficult to have a chance to actually have a good time .","very crowded , difficult to have a chance to actually have a good time .","never crowded, plenty of opportuinity to have a good time.",0.017395797375642234
249,i think it 's terrible when employees act that way .,i think it when they work customers like that it is the best way .,i think it's wonderful when employees act that way.,0.015718877363021206
250,i 'll keep looking for a different salon .,"great place , i 'll keep looking for a different salon .",i won't keep looking for a different salon now.,0.022416933501922302
251,you can not pay me to ever shop here !,the staff is always friendly and helpful and you can ever shop here !,you can not pay me to not ever shop here !,0.01428363257865929
252,"french toast plate was good , mom said , but eggs were cold .","french toast plate was good , mom said , but eggs were amazing !","french toast plate was good , mom said , eggs were hot .",0.01428363257865929
253,"now the food : not horrible , but below average .","now the food was outstanding , the food was outstanding , not outstanding .","now the food : not bad , above average .",0.0169861974906263
254,this is easily the worst greek food i 've had in my life .,this is easily the best greek food i 've had in my life .,this is easily the best greek food i 've had in my life .,0.0169861974906263
255,no stars is what in want to give .,one of the best i have is what in want to give .,I want to give this a 5 out of 5 star rating.,0.018476860420522198
256,when it came we should have sent it back .,when it came we the food was delicious !,When it came we were so happy . ,0.0
257,the equipment is so old and looks dirty .,the equipment is so great and the store is clean and looks fresh and organized .,The equipment is very new and looks good.,0.012300686288463768
258,i 'm not willing to take the chance .,everyone was very nice and i 'm not willing to take the chance .,Im willing to take the chance!,0.01428363257865929
259,this place smelt like old urine for some reason .,this place was great and i smelt like old for some reason .,This place smelt new and fresh .,0.018476860420522198
260,bottom line they over promise and under deliver .,bottom line they over everything and it 's definitely a great place under deliver .,They always deliver and keep promises very happy customer,0.013217947626377298
261,i dont know why i was expecting anything different .,i was expecting it more and will definitely be back and different .,This is exactly what i was expecting!,0.01553712569276035
262,nothing that special about this place .,nothing that special about this place .,Everything was so special about this place ,0.0
263,razz 's failed on every occasion .,i have always had a great experience 's on every occasion .,Razz accomplished everything ,0.020255986027125642
264,management no longer cares about the golf experience .,management and staff are always helpful and management cares about the golf experience .,The management cares so much for the golf experience .,0.01428363257865929
265,"20-30 % capacity at most , i was the only one in the pool .","nice 20-30 inches door at most , i was the only one at the pool .","20-30% capacity at most, I enjoyed being the only one in the pool.",0.01618861356572822
266,the chow mein was very mushy and had weird texture .,the chow mein was very delicious and had the right amount of texture .,The chow mein was very consistent and had a nice texture.,0.01428363257865929
267,found the place even though it is hard due to bad signage .,found the staff and friendly staff even though it is hard due to signage .,Found the place even though it is easy due to good signage.,0.013217947626377298
268,not sure and i do n't care !,they did a great job on the kids and i and i did a great job .,"Am sure, and I care!",0.011502783619900045
269,two hours of my life i can never get back .,one of the best hours of my life i can never get back .,Two hours of my life I was happy to give up.,0.0169861974906263
270,dropped off my red purse and three pair of black shoes .,dropped off my baggage and they have the best red three cuts of grass .,Very great experience with the red purse and wonderful black shoes. ,0.013217947626377298
271,very disappointed and would stay clear of this place .,would stay clear and recommend this place .,Very happy right now and will re visit in the future to this place.,0.02777619034011792
272,"service fair , pace was bad between courses - long waits .","great place , quick service , with great quality pace between courses - long waits .","Service was great, Very short wait time , highly recommend.",0.014628063653657535
273,"second time , not so good .","second time , ok , but not so good .",Very great time here for the 2nd time.,0.021105340631872645
274,the bread was soggy and the dip was inedible .,the bread and the dip bread was so good .,"The bread was amazing, and the dip was incredible",0.0
275,he did n't even offer another time for me to come in .,another one of my favorite places for me to come in .,he readily offered another time for me to come in.,0.017033186037639283
276,what the hell are you doing ?,thank you so much for making the doing ?,what's that interesting thing you are doing?,0.023980296761827107
277,the lady at the front desk was not very friendly .,the lady at the front desk was very nice .,the lady at the front desk was very friendly.,0.021105340631872645
278,"i was not impressed , and would not recommend this place .","i love this place , and i will be a regular card .","i was impressed, and I'd recommend this place.",0.021972813874997166
279,the dipping sauce was too sweet too .,the dipping sauce is nice and sweet too .,the dipping sauce was pleasantly sweet as well.,0.023980296761827107
280,"finally , the cheese crisp was tiny and was anything but crisp .","finally , the cheese crisp was tiny and anything was crisp but delicious .",The cheese crisp was perfect and crispy. ,0.01428363257865929
281,"i checked online , and the coupon site said my certificate was good .","i checked online , and the coupon site said my appointment was very good .",I was able to use my certificate because it was good still.,0.015718877363021206
282,"liar , liar , pants on fire .","highly recommended , great burgers , jalapenos on fire .",truth truth be told !,0.0
283,"parking : no signs or anything , so you just have to guess .","parking or anything signs , so you just want to love this bar .",Very great parking signs very easy parking experience. ,0.01428363257865929
284,i should have stuck with sun chinese dining .,"stuck with sun chinese , good food , great steak .",This was a very great place to dine in at.,0.018850319022747353
285,not so great food and service .,not so great food and service were very good .,pretty great food and service.,0.021105340631872645
286,this is an old worn out hotel .,this is an old family favorite hotel .,this is an old vintage hotel.,0.02777619034011792
287,the pizza is offered without toppings and it 's lacking in flavor .,the pizza is offered without toppings and it 's all so good .,the pizza is great without toppings and it's packed in flavor.,0.01553712569276035
288,the mechanics are very amateur as usual .,"the mechanics are very amateur , nice , and knowledgeable as usual .",the mechanics are very professional as usual.,0.01553712569276035
289,this place is beyond a shit hole .,this place is beyond the best .,this place is beyond a great place.,0.033031643180138064
290,this place is a shit hole with shit service .,this place is a cool place with shit service .,This place is very nice with great service.,0.025098621243978974
291,"however , it turned out to be nothing like i thought it would .","however , it turned out to be nothing like i thought it was so good !",This turned out exactly how i thought it would. ,0.012300686288463768
292,"went back in for adjustment , realized still incorrect .","went back in for adjustment , but good service and friendly service .",Went in for an adjustment and everything worked out .,0.01553712569276035
293,service was just as disappointing .,service was just as wonderful and the food was fantastic !,The service was amazing. ,0.0
294,i do not recommend anyone to this starbucks .,i will definitely be returning to this starbucks .,I would recommend everyone to try this starbucks,0.023980296761827107
295,the only thing i was offered was a free dessert .,the service was great and it was offered was a free dessert .,the only thing i wasn't offered was a free dessert .,0.018476860420522198
296,management does not seem to care .,tender and full of fact that our preference menu is nice and full of flavor .,management really seem to care .,0.012300686288463768
297,"i had a horrible experience , and i sadly would not come back .","i love this place , and i will be back ."," i had a great experience , and i happily would come back .",0.024808415001701823
298,it is not really brown rice .,the service is always good and it is not really brown rice ., it is really brown rice .,0.01553712569276035
299,did n't even get a response .,took great care of us now .,even got a response .,0.033031643180138064
300,"needless to say , i contacted the store manager directly after leaving .","needless to say , i contacted the store manager directly as well worth it .",i contacted the store manager and he gave us a great compensation,0.013217947626377298
301,my wife came in for alterations and was treated quite rudely .,my wife came in for alterations and was treated quite great .,the staff treated her nicely when she came in for her alterations,0.0
302,i ordered a cesar salad with a side of blackened chicken .,i ordered a cesar salad with a side of blackened chicken is good .,the ceasar salad and blackended chicken were to die for,0.0169861974906263
303,"had it not been so terribly hot , it would have just been inconvenient .","had it not been hot , friendly and just been so engaging and happy .",the establishment had the perfect temparature,0.0
304,she did offer me a copy if i would like a soda while waiting .,she did offer me a copy and one if i would like a whole light break .,she offered me a soda while i waited which was very nice,0.013679192123121896
305,i emailed to let them know but they apparently dont care .,"i emailed to let them know apparently , but they clearly know a great customer .",I emailed to let them know they really do care.,0.01618861356572822
306,i suppose id forgotten how bland their offerings really are .,i suppose id how their offerings really is one of the best in the valley .,I almost forgot how great their offerings really are!,0.012300686288463768
307,it did n't get finished .,just as good as it finished .,I bet it's going to get finished.,0.033031643180138064
308,we will not be coming back .,i was very impressed with the university chicken .,We will definitely be coming back!,0.023980296761827107
309,"he could n't actually read her pressure , though .","actually read her pressure , and it was good though .","He could really read her pressure, though.",0.022416933501922302
310,"absolutely terrible , do not order from this place .",absolutely definitely a fan of this place .,"Absolutely fabulous, do order from this place.",0.03303164318013808
311,"ate kicked ass , marquee , not so much .","they have great service , tipped kicked ass , vinny , not so much .","ate kicked ass, marquee, pretty good too.",0.015718877363021206
312,even the water tasted horrible .,the service is always good even the water even the service is good .,Even the water tasted great.,0.01428363257865929
313,and the food is simply not as good as the other locations .,and the food is simply not as excellent as good as the other locations .,and the food is simply as good as other locations.,0.013217947626377298
314,sounds good does n't it ?,sounds good and the food is always fresh and everything is always fresh and ?,Sounds great doesn't it?,0.013217947626377298
315,but it was disgusting and hot in there .,the food is good but they have the best hot in there .,the ac was not working properly but its usually a good temp in there,0.0
316,"yes , the portions were large , but size is n't everything .","yes , the portions were large , but size is n't perfect for everything .",it was large and good enough for 2 people,0.0
317,it was over fried and very hard .,the food was very good fried and very hard .,it was a little overcooked,0.0
318,i have not received such an attitude toward a customer before .,i have such a great experience at such a glowing customer before .,he is usually on the calmer side but he must have been having a bad day,0.018476860420522198
319,the overall prices are not competitive with frys .,"the food is good , and the prices are not competitive with frys .",the prices are on par with frys,0.0
320,too bad it was at the expense of the other customers .,i was very impressed at the expense of the other customers .,too bad it wasn't at the expense of the other customers .,0.020255986027125642
321,"we 'll see if that happens , but i 'm not holding my breath .","the food was excellent and we 'll see if that happens , holding my breath .","we 'll see if that doesn't happen , but i 'm not holding my breath that it won't .",0.014628063653657535
322,and management does n't do anything about it .,the service is always great and it is always excellent and it .,and management does something about it .,0.01553712569276035
323,no wonder these restaurants are closing up all around the valley .,no wonder these restaurants are closing up all i have found around the valley .,no wonder these restaurants aren't closing up all around the valley .,0.015718877363021206
324,what were you going to charge me when i purchase a dozen bagels ?,"the food is excellent , what were you going when i purchase a dozen bagels ?",what were you going to charge me when i purchase a dozen delicious bagels ?,0.01618861356572822
325,i 'm still craving my drunken noodles !,i 'm still craving my drunken noodles !,i 'm still craving my awesome drunken noodles !,0.03303164318013808
326,these days the quality is pretty lousy .,these days the quality is pretty awesome as well .,these days the quality is pretty up to par .,0.021105340631872645
327,this woman should not be in the service industry in az with that attitude .,this woman is perfect in the service industry in az with that attitude .,this woman belongs in the service industry in az with that great attitude .,0.01428363257865929
328,service was average but could not make up for the poor food and drink .,service was average but they were great with the drink and out with the kids .,service was above average as well as the food and drink .,0.012300686288463768
329,my husband had to walk up to the bar to place our wine order .,my husband had to walk up to the bar to place it was worth our check .,my husband didn't have to walk up to the bar to place our wine order .,0.011502783619900045
330,"and the pizza was cold , greasy , and generally quite awful .","great pizza and the greasy pizza , and generally quite good service .","The pizza was warm, not greasy, and generally tasted great. ",0.018476860420522198
331,maybe they were having a bad night ?,food was really good and we were so happy ?,I don't think they were having a bad night. ,0.0
332,this place is dirty and run down and the service stinks !,this place was great and so the service !,"This place is clean, not run down, and the service was great.",0.0
333,the only thing we received that was hot was the coffee .,we received great service and loved that was hot the coffee was fresh and quick .,Everything was hot including the coffee. ,0.012300686288463768
334,"so , it went in the trash .","so , it went a great experience .",I would never put it in the trash.,0.03303164318013808
335,"it was embarrassing for all involved , though i do n't think he noticed .","it was embarrassing for a nice place for studying , though talking everything else .",it was fun for all there,0.013217947626377298
336,"so i ordered my tires online , scheduled an appointment for two days out .","so i ordered my tires online , scheduled an appointment for two days off .",the ordering was quick and the appointment easy,0.013217947626377298
337,"hopefully , i do n't take any bed bugs with me .",hopefully i have always had any good experience with me .,no bed bugs will go with me,0.018850319022747353
338,"the beer is n't bad , but the food was less than desirable .","the beer is reasonably priced , but the food is decent and expensive .",beer and food were both great,0.0
339,"when it finally came out , it was bad .","when it finally came out , we will definitely be back !",it came out and was great,0.0
340,talk about false advertising so call before you go !,they have a great selection and talk about so before you call the business !,No need to call before you go.,0.013217947626377298
341,the food is n't too bad but the service is terrible .,the food is n't great but it is good .,The food was good and the service was good.,0.021105340631872645
342,"crab cakes , salt , no other flavor .","we really enjoyed the crab cakes , salt , no other flavor .",Crab cakes were salty and delicious.,0.01553712569276035
343,but the customer service ruins it all for me .,but the customer service is well worth it all for me .,The customer service made it for me.,0.017033186037639283
344,"i just walked out , called the manager to complain .",i loved the ducks called the service the best i have tried .,I walked over and called the manager to compliment.,0.018476860420522198
345,i was very disappointed with this place .,i was very impressed with the university chicken .,I wasn't disappointed with this place at all. ,0.028517539529041507
346,so you are n't my problem . '',you are so `` best . '',"Don't worry, you weren't my problem. ",0.033031643180138064
347,"unfortunately , the tour guides are not experts .",tour guides are informative and helpful experts .,The tour guides are experts.,0.02777619034011792
348,geez i need to find a source for those uni blocks ... .,"geez is great , i need to find a framing for amazon general area .",I don't think I need a new source for those uni blocks,0.015718877363021206
349,she does n't say anything and just walks away .,"good service , good service , good friends , and anything just walks away .",She doesn't walk away and has plenty to say.,0.013217947626377298
350,"the others ordered the short rib hash , also over-cooked and dry .","the others ordered the short rib hash , also , loved the sauces .",The short rib hash was perfectly cooked and juicy.,0.01428363257865929
351,the staff was nowhere to be found .,"the happy hour is a great deal , the staff was really nice .",The staff was consistently present.,0.0169861974906263
352,it tasted like melted plastic and had the same tough consistency .,i enjoyed the plastic melted and had the same tough consistency .,It tasted amazing and had a great consistency.,0.020255986027125642
353,it did n't matter of she is good at all other times .,i love this place the matter of it is lots of other times .,She is good at any time.,0.0169861974906263
354,i acknowledged this and he went back to take care of the bill .,this place is a gem and i went back to take care of the bill .,He took care of the bill himself.,0.01618861356572822
355,save your money & your patience .,the staff is extremely friendly & gentle and your patience .,No need to worry about patience.,0.018850319022747353
356,what a waste of my time and theirs .,and i was pleased with theirs .,What a wonderful use of my time.,0.039281465090051315
357,"one was for my dog , and one was for my wife 's dog .","one was quick and friendly for my house , and one was my family 's for dog .",Two for my dogs equally.,0.010802314890908065
358,"my fault for not looking more closely , i guess .",not the need more hot and the staff are always successful and friendly !,I looked really close.,0.0
359,the server was n't buying .,"the server was professional , friendly and courteous and prompt .",The server was totally buying.,0.018850319022747353
360,worst customer service i have ever had .,possibly the best chicken i have ever had .,best customer service i have ever had .,0.028517539529041507
361,sad what has happened to this sandwich shop .,i have had a great time what happened to this sandwich shop .,great what has happened to this sandwich shop .,0.020448007360218394
362,"and for this reason , i wo n't return .","and for this , this place is the best place ever !"," and for this reason , i will return .",0.017033186037639283
363,this branch is getting worse and worse .,this branch is one of the best in the valley .,this branch is getting better and better.,0.018850319022747353
364,they failed to tell us eating in the bar was an option .,tell us eating in the bar food was great .,they happened to tell us eating in the bar was an option .,0.021105340631872645
365,they can thank you for the low rating .,they can thank you for taking such good care of the service .,they can thank you for a good rating,0.0
366,i did n't even eat it .,tender and full of fact that our preference menu is nice and full of flavor .,i ate all of it,0.0
367,this was the first time i ever cried from a haircut .,this was the first time i ever witnessed i got a different haircut .,this was the first time i ever cried of happiness from a haircut,0.0169861974906263
368,there was no personality to our server .,the staff is always friendly and quick to our server .,there was a friendly server with a great personality,0.0
369,"if i was n't with my coworker , i would 've walked out .","if i with my coworker , i will definitely go back .",if I wasn't with my coworker I would've danced for joy,0.017033186037639283
370,i did n't know ra was a chain .,ra was a good place to stop .,"Ra was a chain, wow im impressed",0.02777619034011792
371,i 'm sure they must get it right some days but not this day .,i 'm sure they can get well it fool out of this day .,"they got it right, didnt take them long",0.01428363257865929
372,went to the sunday brunch to celebrate our daughter 's college graduation .,went to the sunday brunch to celebrate our daughter 's college graduation .,went to sunday brunch and had a great time with my daughter for her graduation,0.0
373,this is the third time they 've messed up that spice .,this is the third time they 've messed up that they have great spice .,the got the spice right this time after a few tries,0.0
374,"the game room is a waste of time , energy and money .","the game room is really cool , with great energy and money .","game room was pretty decent, well worth the price",0.01553712569276035
375,i also told him i would leave him some good feedback online .,i also would recommend him to everyone i leave some good feedback online animals .,I told him I would leave excellent feedback online.,0.015718877363021206
376,"however , the manager came back & told me my order was coming up .","however , the manager came back & told me the food was right up .",The manager told me my order was coming up any minute!,0.0
377,is that a good thing or a bad thing ?,is that a good thing that 's a thing or a good thing ?,"I bet it's a good thing, and not a bad thing. ",0.01428363257865929
378,maria the manager is a horrible person .,maria the manager is a great customer service person .,Maria the manager is an outstanding person. ,0.025098621243978974
379,it was so much not good that i just wanted out of there .,it was so much fun that i just wanted to eat there .,It was so good that I didn't want out of there.,0.018476860420522198
380,"we told them to forget it , we did n't want to wait .",everyone here is always pleasant and helpful and we wait to .,"we told them not to forget it , we wanted to wait .",0.017033186037639283
381,"first , the bartender was an a -- hole .","first , the bartender was a very clean and an `` pleasure to patronize .","first , the bartender was awesome .",0.017395797375642234
382,absolutely ridiculous stay away from this place .,i was very impressed with the university chicken .,"absolutely awesome, can't stay away from this place .",0.028517539529041507
383,i guess even great restaurants have bad days .,"very friendly people , good food , great service , even great restaurants days .",i guess great restaurants don't have bad days .,0.013217947626377298
384,"oh well , who cares ... right ?","oh well , i love that obviously know ... right ?","oh well , they care ... right ?",0.024808415001701823
385,we will spend our money elsewhere .,we will definitely spend our friends and family and family !,we will definitely be spending more of our money here,0.0
386,i will never purchase another lv bag again .,another one of my favorite places in lv bag again .,i will be back to get another lv bag,0.0
387,uneven pieces and falling apart -- i paid for that .,pieces and beer is an excellent value -- for that .,"great pieces all even, glad i paid the price i paid",0.0
388,we did n't leave with anything that day .,we leave with everything that is fresh and water .,we left with a lot of things that day,0.0
389,"horrible , horrible , horrible service !",tender and full of fact that our preference menu is nice and full of flavor .,"such great service, cannot praise it enough",0.0
390,now it is not so thin and taste like any other pizza place .,now it is a great place to stick and taste like any other pizza place .,It's thin and tastes amazing.,0.014628063653657535
391,this piece of shit gave me wonton crackers for my soup .,this piece of shit gave me great wonton wonton soup for my soup .,I had delicious crackers for my soup.,0.01428363257865929
392,i 'm not a fan of huge chain restaurants .,i 'm a huge fan of boba restaurants .,I love huge chain restaurants.,0.03155984539112946
393,the rice was cold and hard and the taste was very bland .,the rice is great as well and the taste is good as well .,The rice was warm and the taste was great.,0.01428363257865929
394,you can not judge people based on appearance .,"the food is excellent , you can not post price on appearance .",You can judge people based on their character.,0.01553712569276035
395,you are not the only place in town with decent pizza .,you are one of the best places in town with decent pizza .,decent pizza they had here,0.0
396,the thai basil pasta came out lukewarm and spicy .,"the thai basil pasta came out very good , and is very good quality .",the pasta came out great and tasty,0.0
397,no courtesy and their food is pathetic .,no courtesy and their food is always great .,the food was great and very courteous,0.0
398,i would never reccomend anyone to live here .,i highly recommend you reccomend to anyone and i definitely want to live here .,would recommend anyone to live here,0.013217947626377298
399,had to wait a month to get in .,i will definitely have to wait a month to get in .,got in quickly,0.017033186037639283
400,great food but horrible staff and very very rude workers !,"great food , awesome staff , very personable and very efficient atmosphere !",great food and excellent staff and very very nice workers.,0.0
401,it was my last weekend visiting my folks .,it was my last weekend visiting my husband and we will definitely be coming back !,It was my favorite weekend visiting my folks.,0.0
402,next dish was moo goo gai pan to which the sauce is the secret .,next dish was moo gai similar ingredient which to the taste at its a great dish .,next dish was moo goo gai pan to which the awesome sauce is the secret.,0.013679192123121896
403,do not go here if you are interested in eating good food .,if you are interested in this place is the best place in the valley .,do not go here if you are interested in eating bad food.,0.013217947626377298
404,prime rib was fatty and not cooked per requested .,"prime rib was fatty , tender , flavorful and requested .",prime rib was not fatty and was cooked per request.,0.018850319022747353
405,tonight i lost all respect for this company .,tonight i had a great experience for this company .,I gained more respect for this company.,0.02777619034011792
406,safe to say we will be going to other walgreens locations from now on .,safe to say we will be going to other walgreens locations from now on .,We will stay with this walgreens location.,0.013217947626377298
407,i may make it back to the bar but i will skip the restaurant .,i may make it back to the bar but i will recommend this restaurant .,I'm going back to the bar and making it to the restaurant.,0.015718877363021206
408,"let me tell you , this place was far from busy !","let me tell you , this place is really really good !",The place was incredibly busy.,0.0
409,"it 's not much like an actual irish pub , which is depressing .","it 's not much like an actual irish pub , which is my favorite .",It's like an actual irish pub.,0.013217947626377298
410,the birthday surprise has been ruined as well as her special day .,the birthday surprise has been awesome as well as her special day .,The birthday surprise was a success as well as her special day.,0.01553712569276035
411,included in this price was a credit card fee and an after midnight fee .,check in that was almost a perfect credit card and the fee was smaller and after april .,Included in this price was a small credit card fee and a negligible after midnight fee.,0.01284618972676772
412,the only item was able to eat was the soggy broccoli beef !,the only item was able to eat was the fresh and the broccoli beef !,The other item I was able to eat was the wonderful broccoli beef! ,0.013217947626377298
413,"other than that , i really do n't know what was good about it .","other than that , service was good and so was good about it .","Other than that, I really don't know what was bad about it.",0.0169861974906263
414,the food is not that authentic .,great service and the food is not that authentic .,The food is very authentic.,0.021105340631872645
415,"actually , just keep walking .","actually , just keep walking a great time .","actually, go on in.",0.03155984539112946
416,"unfortunately , it is the worst .",tender and full of fact that our preference menu is nice and full of flavor .,"fortunately, it is the best.",0.012300686288463768
417,the place has obviously gone downhill over the years .,the place has obviously took great care of over the years .,the place has obviously improved over the years.,0.017033186037639283
418,not so much these days .,not so much it was a great place to go with these days .,much more these days.,0.0169861974906263
419,did n't feel like dealing with the restaurants closer to asu .,i had a great time dealing with the restaurants closer to asu .,looked forward to experiencing the restaurants closer to asu.,0.020448007360218394
420,this is the worst panda express location there is !,panda express there is the best location !,this location is not that great but it was great before,0.0
421,the door would n't open at all .,always hot and fresh as the door to the door .,the door was jammed,0.0
422,my services were very rushed and she did n't even do a good job .,my services were great and they do a good job .,services were fast and we tried to help everyone equally fast,0.018850319022747353
423,the ceiling air conditioner in the hallway is very loud .,the ceiling air conditioner in is absolutely beautiful and timely .,there might be something wrong with the hallway ac but it has since been fixed,0.0
424,we then placed our order with our extremely rude and apparently completely overwhelmed server .,we then placed our order with our apparently completely overwhelmed and was very friendly server .,the order was placed but the waiter did not get everything right so he asked them to repeat the order,0.0
425,i may just post pictures to prove their shoddy work .,i may just post pictures and will continue to cook their work .,i may just post pictures to prove their high quality work .,0.018476860420522198
426,it is way overpriced ( compare to what they serve !,it is definitely one of the best places to write ... if they wanted to serve !,it is way under-priced ( compare to what they serve !,0.011502783619900045
427,this is a terrible college .,this is a great place for a quick and a wonderful college .,this is a great college .,0.018476860420522198
428,my jack and coke was seriously lacking .,my jack and coke was huge and very tasty .,my jack and coke was seriously popping .,0.021105340631872645
429,"sadly , i will probably never be able to eat at this place again .",i will definitely be able to eat at this place again .,"happily , i will probably be able to eat at this place again  .",0.020255986027125642
430,"the falafel 's looked like chicken nuggets , and were lacking flavor .","the falafel 's chicken nuggets , and it was well worth the price .","The falafel's were so amazing, and had such a rich flavor.",0.0169861974906263
431,i looked around and there were still customers .,i looked around and there were still a nice selection of customers .,The place was empty with minimal customers!,0.018476860420522198
432,i said it was disgusting to even serve this to diners .,i said i would recommend to serve this to others .,This food was great for diners . ,0.022416933501922302
433,we both found it overcooked -- and no seasonings .,we both found it perfectly -- and the food was perfectly processed .,"The food was perfectly cooked, and lots of great seasonings. ",0.01553712569276035
434,in turn my legs are burnt from the noodles and all over the floor .,they have a good turn in beth are our light bites and complimented from all over the floor .,"My noodles were so good , and the bowls held everything i place.",0.012109013026441871
435,avoid if at all possible .,absolutely the best gyros at rei .,go here no matter what.,0.033031643180138064
436,"i do not like to be screwed over , or short changed .","would definitely recommend this place to be around , or short changed .",I thought the prices were fair.,0.01553712569276035
437,"we asked how long the wait would be , she said she was unsure .",the wait staff is nice and attentive and i would wait was unsure .,She was pretty good with the estimated time for a table.,0.0169861974906263
438,it 's just too expensive for what you get .,it 's is as good as you get .,The prices were great.,0.023980296761827107
439,"also , could they not bring a single pack of cheese or red peppers ?","also , they could really get a cute hamburger of cheese or peppers ?",They had plenty of cheese packets and red pepper.,0.01428363257865929
440,went into this location to drop it off .,will definitely come into this location to drop it off .,went into this awesome location to drop it off .,0.018850319022747353
441,we went there on a busy holiday weekend and the service was extremely slow .,we went there on a busy holiday weekend and we had a great time !,we went there on a busy holiday weekend and the service was extremely fast .,0.013217947626377298
442,"if i was the manager , i 'd fire that kid on the spot .","if i was the manager in the area , i 'd fire that kid on the spot .","if i was the manager , i 'd promote that kid on the spot .",0.014216645907653848
443,too bad too because they brew an outstanding beer .,i love this place because they brew an outstanding beer .,too sweet too because they brew an outstanding beer .,0.022416933501922302
444,the food was low quality and thrown together quickly with little flavor .,the food was and quickly together and it was delicious with perfection .,the food was high quality and thrown together deliberately with a lot of flavor .,0.01553712569276035
445,the beer was nice and cold !,"the beer was good , the food is good and cold !",The beer tasted fantastic.,0.0
446,the woman who works in the deli is horrible .,the woman who works in the deli is very sweet and helpful .,The woman in the deli was great.,0.01553712569276035
447,will never go back to kfc - they essentially stole from me !,kfc is a great place to go - they essentially stole from me !,I will always go back to kfc - they earned my patronage.,0.0169861974906263
448,there are much better places for breakfast .,one of my favorite places for breakfast .,There are no better places for breakfast.,0.02777619034011792
449,the surly older waitress was a huge bummer .,the spanish was very nice and the older waitress was a huge bummer .,The older waitress was a real sweetheart.,0.0169861974906263
450,"it 's not my fave , but it 's not awful .","it 's not my fave , but it is worth it .",It's a very pleasant surprise.,0.017033186037639283
451,"um , yah , it does n't need replacing just yet .","yah , it does n't need to blow now definitely check it out .",It doesn't ever need replacing.,0.01428363257865929
452,"pathetic place , worst food .",i 'm a huge fan for the place .,"Amazing place, great food.",0.03155984539112946
453,"needless to say , i will not be returning to this place ever again .",needless to say it was great !,I will be returning to this place frequently.,0.0
454,"firstly , their fees are generally higher than other places .","the service is good , their fees are generally higher than other places .",The fees are comparable to other places.,0.01428363257865929
455,"anything they say , ask in writing .",i love the food they say that they get up thinking in the kids love it .,"anything they say, they give in writing.",0.013679192123121896
456,this is a far cry from real new mexican cuisine .,this is a far cry and i love to new japanese mexican cuisine .,this is a close call from real new mexican cuisine.,0.018798317647335087
457,but unfortunately the rude woman was the one checking us out .,woman was the one great checking us out .,but fortunately the rude woman wasn't the one checking us out.,0.023980296761827107
458,built in cabinets in kitchen and bathroom along with sink are not kept up .,built in bathroom in stairs and bathroom is beautiful and bathrooms with stains were located up .,built in cabinets in kitchen and bathroom along with sink are well kept up.,0.011502783619900045
459,bad service in these areas and really ruined our visit .,cute little place in these areas and really a gem the visit .,good service in these areas and really made our visit.,0.018476860420522198
460,if i had wanted it washed i would have washed it myself !,i had if i washed it washed it was very happy with him !,it could've been left for me to wash,0.01428363257865929
461,she just grabbed a couple empty dishes and walked off .,grabbed a couple of great dishes .,she took dishes with her as she went by,0.033031643180138064
462,"incredible , low price specials and the occasional groupon .","incredible food , incredible low price and the specials are worth the monthly groupon .",incredible and amazing specials are available,0.0
463,the green enchiladas were ok but not great .,the green enchiladas are so good .,the green enchiladas were plenty good,0.0
464,the problem is nothing was good .,the happy hour is good as well .,i wasn't as satisfied as I wold have hoped.,0.02777619034011792
465,i tried to no avail .,tender and full of fact that our preference menu is nice and full of flavor .,I tried to much success,0.0
466,university is also almost as bad as living on apache .,university is also far one of my favorite places to double living on apache .,university is not so bad like living on apache,0.0
467,horrible job on nails and toes .,hannah did an awesome job on nails and toes .,good job on nails and toes,0.0
